identifier1	identifier2	annotator	judgment	comment	lemma
2532889X_1946-08-14_01_082.tcf.xml-41-19	2532889X_1950-04-20_01_079.tcf.xml-36-1	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	2532889X_1962-09-23_01_096.tcf.xml-8-7	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	2532889X_1965-06-18_01_187.tcf.xml-46-46	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	2532889X_1966-05-09_01_147.tcf.xml-3-5	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	2532889X_1970-04-15_01_146.tcf.xml-2-19	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	2532889X_1985-04-03_01_073.tcf.xml-3-6	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	2532889X_1990-08-27_01_097.tcf.xml-12-16	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	26120215_1961_06_01_01_180.tcf.xml-28-10	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	26120215_1967_06_13_01_027.tcf.xml-6-18	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	26120215_1972_01_25_01_112.tcf.xml-31-12	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	26120215_1988_04_02_01_393.tcf.xml-1-14	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	26120215_1990_06_14_01_174.tcf.xml-2-10	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	carus_zoologie_1872-8165-26	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	egger_vater_1895-1217-31	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	goethe_divan_1819-1436-40	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	hundtradowsky_judenschule03_1823-927-37	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	klueber_recht_1817-1265-25	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	kotzebue_kleinstaedter_1803-2568-10	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	kuernberger_amerikamuede_1855-1854-14	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	laband_staatsrecht01_1876-3007-23	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	laube_europa0102_1833-240-14	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	munzinger_japaner_1898-4946-19	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	nn_maehrisches300_1896-301-19	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	nn_maehrisches40_1889-79-2	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	nn_nrhz012013_1848-455-21	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	nn_nrhz117_1848-663-18	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	nn_nrhz133_1848-528-19	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	nn_nrhz142ii_1848-69-29	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	nn_nrhz189b_1849-222-76	inferred	1	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	nn_nrhz231b_1849-54-4	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	ranke_reformation01_1839-585-20	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	rein_japan01_1881-4452-28	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	savigny_system01_1840-2586-21	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	steub_tirol_1846-6476-16	inferred	0	 	Titel
2532889X_1946-08-14_01_082.tcf.xml-41-19	treitschke_geschichte05_1894-2281-17	inferred	0	 	Titel
2532889X_1950-04-20_01_079.tcf.xml-36-1	2532889X_1962-09-23_01_096.tcf.xml-8-7	inferred	1	 	Titel
2532889X_1950-04-20_01_079.tcf.xml-36-1	2532889X_1965-06-18_01_187.tcf.xml-46-46	inferred	1	 	Titel
2532889X_1950-04-20_01_079.tcf.xml-36-1	2532889X_1966-05-09_01_147.tcf.xml-3-5	inferred	1	 	Titel
2532889X_1950-04-20_01_079.tcf.xml-36-1	2532889X_1970-04-15_01_146.tcf.xml-2-19	inferred	1	 	Titel
