lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
ausspannen	baumstark_encyclopaedie_1835-10653-16			2532889X_1957-07-06_01_136.tcf.xml-1-17	1.0	strouhal_tonerregung_1878-216-13	4.0	alexis_ruhe03_1852-4633-13	3.0	['strouhal_tonerregung_1878-216-13', 'alexis_ruhe03_1852-4633-13', '2532889X_1957-07-06_01_136.tcf.xml-1-17']		3
ausspannen	huber_reisejournal_1811-1765-15	2532889X_1957-07-06_01_136.tcf.xml-1-17	2.0	treitschke_geschichte03_1885-6239-7	1.0	2532889X_1969-03-19_01_076.tcf.xml-69-7	4.0	pueckler_briefe04_1831-569-14	3.0	['2532889X_1969-03-19_01_076.tcf.xml-69-7', 'pueckler_briefe04_1831-569-14', '2532889X_1957-07-06_01_136.tcf.xml-1-17', 'treitschke_geschichte03_1885-6239-7']		4
ausspannen	davidis_kochbuch_1879-4001-22	2532889X_1961-07-06_01_113.tcf.xml-31-2	3.0	blumenbach_naturgeschichte_1807-823-25	4.0	2532889X_1958-08-28_01_036.tcf.xml-35-20	1.0			['blumenbach_naturgeschichte_1807-823-25', '2532889X_1961-07-06_01_113.tcf.xml-31-2', '2532889X_1958-08-28_01_036.tcf.xml-35-20']		3
ausspannen	blumenbach_naturgeschichte_1816-481-20	clodius_poetik01_1804-3729-19	2.0	26120215_1963_07_21_01_214.tcf.xml-30-20	1.0	vogt_briefe02_1851-227-17	4.0	schroeder_logik01_1890-906-70	3.0	['vogt_briefe02_1851-227-17', 'schroeder_logik01_1890-906-70', 'clodius_poetik01_1804-3729-19', '26120215_1963_07_21_01_214.tcf.xml-30-20']		4
ausspannen	immermann_muenchhausen02_1839-1222-16	lasswitz_planeten02_1897-6689-9	4.0			26120215_1956_11_04_02_103.tcf.xml-11-19	1.0	vogt_briefe02_1851-2960-47	3.0	['lasswitz_planeten02_1897-6689-9', 'vogt_briefe02_1851-2960-47', '26120215_1956_11_04_02_103.tcf.xml-11-19']		3
ausspannen	alexis_ruhe03_1852-4633-13			baumstark_encyclopaedie_1835-10653-16	3.0	2532889X_1981-05-02_01_137.tcf.xml-113-29	1.0	arnim_wunderhorn03_1808-1536-33	2.0	['baumstark_encyclopaedie_1835-10653-16', 'arnim_wunderhorn03_1808-1536-33', '2532889X_1981-05-02_01_137.tcf.xml-113-29']		3
ausspannen	hauff_phantasien_1827-676-15	treitschke_geschichte03_1885-6239-7	3.0	26120215_1970_06_01_01_089.tcf.xml-75-11	1.0	immermann_muenchhausen02_1839-1222-16	4.0	2532889X_1959-08-15_01_134.tcf.xml-39-12	2.0	['immermann_muenchhausen02_1839-1222-16', 'treitschke_geschichte03_1885-6239-7', '2532889X_1959-08-15_01_134.tcf.xml-39-12', '26120215_1970_06_01_01_089.tcf.xml-75-11']		4
ausspannen	daguerre_daguerrereotyp_1839-388-46	26120215_1963_07_21_01_214.tcf.xml-30-20	1.0	alexis_ruhe03_1852-4633-13	2.0	immermann_muenchhausen02_1839-1222-16	4.0	vogt_briefe02_1851-227-17	3.0	['immermann_muenchhausen02_1839-1222-16', 'vogt_briefe02_1851-227-17', 'alexis_ruhe03_1852-4633-13', '26120215_1963_07_21_01_214.tcf.xml-30-20']		4
ausspannen	treitschke_geschichte03_1885-6239-7	steinen_naturvoelker_1894-7017-4	3.0	2532889X_1962-07-21_01_014.tcf.xml-20-35	1.0	26120215_1979_08_28_01_035.tcf.xml-50-18	2.0	siemens_abhandlungen_1881-344-19	4.0	['siemens_abhandlungen_1881-344-19', 'steinen_naturvoelker_1894-7017-4', '26120215_1979_08_28_01_035.tcf.xml-50-18', '2532889X_1962-07-21_01_014.tcf.xml-20-35']		4
ausspannen	vogt_briefe02_1851-5420-23	immermann_muenchhausen02_1839-1222-16	4.0	alexis_ruhe03_1852-4633-13	2.0			26120215_1970_06_01_01_089.tcf.xml-75-11	1.0	['immermann_muenchhausen02_1839-1222-16', 'alexis_ruhe03_1852-4633-13', '26120215_1970_06_01_01_089.tcf.xml-75-11']		3
ausspannen	urbanitzky_electricitaet_1885-4268-24	2532889X_1982-03-23_01_152.tcf.xml-37-11	3.0	26120215_1979_05_21_01_090.tcf.xml-9-10	2.0	vogt_briefe02_1851-2090-25	1.0	2532889X_1981-05-02_01_137.tcf.xml-113-29	4.0	['2532889X_1981-05-02_01_137.tcf.xml-113-29', '2532889X_1982-03-23_01_152.tcf.xml-37-11', '26120215_1979_05_21_01_090.tcf.xml-9-10', 'vogt_briefe02_1851-2090-25']		4
ausspannen	treviranus_biologie06_1822-3007-14	brehm_thierleben06_1869-11221-13	4.0	2532889X_1981-05-02_01_137.tcf.xml-113-29	1.0	alexis_ruhe03_1852-4633-13	2.0	arnimb_goethe01_1835-2022-28	3.0	['brehm_thierleben06_1869-11221-13', 'arnimb_goethe01_1835-2022-28', 'alexis_ruhe03_1852-4633-13', '2532889X_1981-05-02_01_137.tcf.xml-113-29']		4
ausspannen	sanders_glassbrenner_1870-8-18	vogt_briefe02_1851-227-17	1.0			wrangel_luxusfuhrwerk_1898-454-27	4.0	2532889X_1958-08-28_01_036.tcf.xml-35-20	2.0	['wrangel_luxusfuhrwerk_1898-454-27', '2532889X_1958-08-28_01_036.tcf.xml-35-20', 'vogt_briefe02_1851-227-17']		3
ausspannen	burckhardt_cicerone_1855-18610-52			26120215_1970_06_01_01_089.tcf.xml-75-11	1.0	immermann_muenchhausen02_1839-1222-16	4.0	wrangel_luxusfuhrwerk_1898-454-27	2.0	['immermann_muenchhausen02_1839-1222-16', 'wrangel_luxusfuhrwerk_1898-454-27', '26120215_1970_06_01_01_089.tcf.xml-75-11']		3
ausspannen	lasswitz_planeten02_1897-6689-9	immermann_muenchhausen02_1839-1222-16	4.0	vogt_briefe02_1851-227-17	3.0	wrangel_luxusfuhrwerk_1898-454-27	1.0	2532889X_1959-08-15_01_134.tcf.xml-39-12	2.0	['immermann_muenchhausen02_1839-1222-16', 'vogt_briefe02_1851-227-17', '2532889X_1959-08-15_01_134.tcf.xml-39-12', 'wrangel_luxusfuhrwerk_1898-454-27']		4
ausspannen	vogt_briefe02_1851-2090-25	2532889X_1958-08-28_01_036.tcf.xml-35-20	2.0	treviranus_biologie06_1822-3007-14	3.0	2532889X_1956-06-10_01_096.tcf.xml-12-12	4.0	urbanitzky_electricitaet_1885-4268-24	1.0	['2532889X_1956-06-10_01_096.tcf.xml-12-12', 'treviranus_biologie06_1822-3007-14', '2532889X_1958-08-28_01_036.tcf.xml-35-20', 'urbanitzky_electricitaet_1885-4268-24']		4
ausspannen	strouhal_tonerregung_1878-125-32	falke_trachten01_1858-3379-29	4.0	goerres_volksbuecher_1807-1475-29	3.0	2532889X_1957-07-06_01_136.tcf.xml-1-17	1.0			['falke_trachten01_1858-3379-29', 'goerres_volksbuecher_1807-1475-29', '2532889X_1957-07-06_01_136.tcf.xml-1-17']		3
ausspannen	fontane_brandenburg04_1882-617-18			2532889X_1957-07-06_01_136.tcf.xml-1-17	2.0	wrangel_luxusfuhrwerk_1898-454-27	4.0	2532889X_1961-07-06_01_113.tcf.xml-31-2	1.0	['wrangel_luxusfuhrwerk_1898-454-27', '2532889X_1957-07-06_01_136.tcf.xml-1-17', '2532889X_1961-07-06_01_113.tcf.xml-31-2']		3
ausspannen	pfeiffer_frauenfahrt03_1850-2999-32			2532889X_1990-04-18_01_270.tcf.xml-2-34	2.0	wrangel_luxusfuhrwerk_1898-454-27	4.0	arnimb_goethe01_1835-2022-28	1.0	['wrangel_luxusfuhrwerk_1898-454-27', '2532889X_1990-04-18_01_270.tcf.xml-2-34', 'arnimb_goethe01_1835-2022-28']		3
