lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment
Ausnahmegesetz	2532889X_1947-05-01_01_039.tcf.xml-8-20	nn_nrhz213_1849-378-9	Die Zahl der gewerkschaftlich organisierten Arbeiterinnen betrug kaum ein Neunzigstel der organisierten Arbeiter, da die Gewerkschaften unter dem ' Ausnahmegesetz ihre Statuten meistens so formulieren mußten, daß die Frauen ausdrücklich von der Mitgliedschaft ausgeschlossen wurden.	Deshalb muß man die Republik schaffen, damit die Ausnahmegesetze aufhören!	148:162	49:64	4.0
Ausnahmegesetz	2532889X_1947-07-05_01_044.tcf.xml-13-14	treitschke_geschichte04_1889-3326-11	Die heftigen. Verfolgungen der sozialistischen Bewegung, die sich 1878 zur Verhängung des Ausnahmegesetzes steigerten, schreckten sie nicht, sondern festigten sie nur in ihrer Überzeugung 1882 finden wir Klara in der Schweiz, wo sie am illegalen „Sozialdemokraf und seirer Verbreitung nach Deutschland hinein mitarbeitet.	Vornehmlich auf Baierns Betrieb war im Jahre 1824 die Giltigkeit dieser Ausnahmegesetze verlängert worden; gleichwohl hatte der bairische Gesandte bei der Abstimmung die beiläufige Bemerkung eingeflochten, man werde sie „wie bisher“ befolgen.	90:106	72:87	4.0
Ausnahmegesetz	2532889X_1948-10-21_01_062.tcf.xml-23-47	savigny_system08_1849-4652-10	illegale Zeitungen und andere Literatur, bauten lokal und illegal die zerschlagenen Gewerkschaften immer wieder auf. organisierten Streiks und Wahlen, machten Beerdigungen trotz oft blutigen Polizeiterrors zu Massendemonstrationen, trugen standhaft und zäh alle -Opfer und errangen so nach zwölf Jahren den Sieg über das Ausnahmegesetz und den allmachtig scheinenden Bismarck. weder mit der Peitsche des Polizeiterrors noch mit dem Zuckerbrot der ersten Sozialversicherungsgesetze waren die Arbeiter zur Preisgabe des Klassenbewußtseins und des Sozialismus zu bewegen.	Merkwürdigerweise fügt das Römische Recht für den Fall der erweiternden Ausnahmegesetze eine Einschränkung hinzu, die also als die Ausnahme einer Ausnahme zu betrachten ist.	321:335	72:87	4.0
Ausnahmegesetz	2532889X_1948-10-22_01_041.tcf.xml-12-18	26120215_1953_01_27_01_217.tcf.xml-19-3	Als die Reichstagsmehrheit nach dem ersten Attentat auf den „Heldenkaiser" Wilhelm I. der Regierung Bismarck das Ausnahmegesetz „gegen die gemeingefährlichen Bevölkerungen der Sozialdemokratie" nicht bewilligt hatte, folgte drei Wochen später prompt ein zweites Attentat.	Als Bismarck dieses Ausnahmegesetz „wider die gemeingefährlichen Bestrebungen der Sozialdemokratie" am 19. Oktober 1878. zwei im Mai und Juni verübte Attentate gegen Wilhelm I. als Vorwand benutzend, mit 211 gegen 149 Stimmen im Reichstag durchbringen konnte, war er durchaus sicher, die junge Partei des deutschen Proletariats vernichten zu können.	113:127	20:34	4.0
Ausnahmegesetz	2532889X_1948-10-22_01_041.tcf.xml-23-60	savigny_system08_1849-4652-10	Sie setzten unter der Tarnkappe harmloser Vereine-die Parteiorganisation fort ^ verbreiteten massenhaft illegale Zeitungen und andere Literatur, bauten lokal und illegal die zerschlagenen Gewerkschaften immer wieder auf, organisierten Streiks und Wahlen, machten Beerdigungen trotz oft blutigen Polizeiterrors zu Massendemonstrationen, trugen standhaft und zäh alle Opfer und errangen so nach zwölf Jahren den Sieg über das Ausnahmegesetz und den allmächtig scheinenden Bismarck.	Merkwürdigerweise fügt das Römische Recht für den Fall der erweiternden Ausnahmegesetze eine Einschränkung hinzu, die also als die Ausnahme einer Ausnahme zu betrachten ist.	424:438	72:87	4.0
Ausnahmegesetz	2532889X_1949-07-23_01_149.tcf.xml-7-7	2532889X_1983-01-21_01_100.tcf.xml-38-29	Dabei sind in den meisten Ländern die Ausnahmegesetze des Krieges wirksam.	Ein weiterer Zweck bestehe dann, die antifaschistischen Werktätigen zu unüberlegten Handlungen, womöglich zu Zusammenstößen mit der Polizei zu provozieren, um Handhaben für die Anwendung des Schleicherschen Ausnahmegesetzes gegen die KPD, andere proletarische Organisationen und gegen die kommunistische Presse zu schaffen	38:53	207:223	3.5
Ausnahmegesetz	2532889X_1949-08-14_01_109.tcf.xml-1-4	26120215_1951_07_31_01_170.tcf.xml-30-16	Alte Antifaschisten durch das Ausnahmegesetz des Westmagistrats der Not preisgegeben	Darum ihre Wut auf die Straßensperren, die nur errichtet werden mußten, weil in Westberlin Ausnahmegesetze und -Verhältnisse gegen den Frieden herrschen.	30:44	91:106	4.0
Ausnahmegesetz	2532889X_1950-09-19_01_013.tcf.xml-10-15	2532889X_1960-11-14_01_029.tcf.xml-7-6	Das Grpßberliner Komitee der Kämpfer ' für den Frieden stellt in seinem Protest gegen die Ausnahmegesetze m Westberlin fest:	waffen!", „Gegen Ausnahmegesetze!" und „Nie wieder Faschismus und Krieg!" mit seh.	90:105	17:32	4.0
Ausnahmegesetz	2532889X_1950-09-19_01_013.tcf.xml-10-15	2532889X_1977-09-24_01_270.tcf.xml-7-8	Das Grpßberliner Komitee der Kämpfer ' für den Frieden stellt in seinem Protest gegen die Ausnahmegesetze m Westberlin fest:	Zehn Jahre regierten dieser Periode die Militärs mit Ausnahmegesetzen.	90:105	53:69	4.0
Ausnahmegesetz	2532889X_1950-09-19_01_013.tcf.xml-10-15	2532889X_1983-01-21_01_100.tcf.xml-38-29	Das Grpßberliner Komitee der Kämpfer ' für den Frieden stellt in seinem Protest gegen die Ausnahmegesetze m Westberlin fest:	Ein weiterer Zweck bestehe dann, die antifaschistischen Werktätigen zu unüberlegten Handlungen, womöglich zu Zusammenstößen mit der Polizei zu provozieren, um Handhaben für die Anwendung des Schleicherschen Ausnahmegesetzes gegen die KPD, andere proletarische Organisationen und gegen die kommunistische Presse zu schaffen	90:105	207:223	4.0
Ausnahmegesetz	2532889X_1950-09-19_01_013.tcf.xml-10-15	26120215_1967_02_26_01_510.tcf.xml-56-27	Das Grpßberliner Komitee der Kämpfer ' für den Frieden stellt in seinem Protest gegen die Ausnahmegesetze m Westberlin fest:	Ein Attentat auf den alten Kaiser (nicht nur die Arbeiter wußten schon damals, wessen Regie das war) sollte herhalten, die Reichstagsmehrheit für ein Ausnahmegesetz zu gewinnen.	90:105	150:164	4.0
Ausnahmegesetz	2532889X_1950-09-19_01_013.tcf.xml-10-15	26120215_1979_05_03_01_278.tcf.xml-3-15	Das Grpßberliner Komitee der Kämpfer ' für den Frieden stellt in seinem Protest gegen die Ausnahmegesetze m Westberlin fest:	Die Behörden Israels foltern und verhören in Gefängnisse verschleppte palästinensische Einwohner auf der Grundlage eines Ausnahmegesetzes der ehemaligen britischen Mandatsverwaltung aus dem Jahre 1948.	90:105	121:137	3.5
Ausnahmegesetz	2532889X_1950-09-19_01_013.tcf.xml-10-15	buechner_kraft_1855-1426-15	Das Grpßberliner Komitee der Kämpfer ' für den Frieden stellt in seinem Protest gegen die Ausnahmegesetze m Westberlin fest:	— Wenn nun so schon nach allgemeinen naturphilosophischen Gründen es unmöglich erscheinen muß, daß Ausnahmsgesetze für die organische Welt existiren — so erscheint diese Wahrheit noch deutlicher und augenfälliger im Einzelnen und an concreten Verhältnissen.	90:105	99:114	2.0
Ausnahmegesetz	2532889X_1950-09-19_01_013.tcf.xml-10-15	stein_handbuch_1870-2258-29	Das Grpßberliner Komitee der Kämpfer ' für den Frieden stellt in seinem Protest gegen die Ausnahmegesetze m Westberlin fest:	Dieses Recht hat nun da, wo die einzelnen staatsbürgerlichen Rechte durch specielle Gesetze formulirt sind, seine gesetzliche Ordnung nach Vorbild der Aufhebung der Habeas Corpus-Akte in den Ausnahmegesetzen gefunden, welche das Recht der Regierung auf Suspension der staatsbürgerlichen Rechte genau beschränken und ordnen.	90:105	191:207	4.0
