identifier	lemma	identifier_sense	comment	annotator
26120215_1986_11_08_01_399.tcf.xml-1-13	Eintagsfliege	sense0	 	annotatorA
2532889X_1953-11-15_01_044.tcf.xml-9-7	Eintagsfliege	sense2	 	annotatorA
2532889X_1980-08-13_01_045.tcf.xml-63-8	Eintagsfliege	sense2	 	annotatorA
26120215_1975_02_05_01_085.tcf.xml-14-11	Eintagsfliege	None	unklar	annotatorA
boelsche_liebesleben01_1898-998-4	Eintagsfliege	None	unklar	annotatorA
boelsche_liebesleben01_1898-5496-26	Eintagsfliege	sense1	 	annotatorA
26120215_1973_08_31_01_205.tcf.xml-8-16	Eintagsfliege	sense2	 	annotatorA
nn_nrhz297b_1849-34-15	Eintagsfliege	sense2	 	annotatorA
2532889X_1970-12-19_01_110.tcf.xml-29-11	Eintagsfliege	sense2	 	annotatorA
26120215_1983_03_17_01_194.tcf.xml-5-4	Eintagsfliege	sense2	 	annotatorA
nn_nrhz207i_1849-181-15	Eintagsfliege	None	unklar	annotatorA
holz_hamlet_1889-18-24	Eintagsfliege	None	unklar	annotatorA
vogt_thierstaaten_1851-1326-16	Eintagsfliege	sense1	 	annotatorA
treitschke_geschichte05_1894-3174-13	Eintagsfliege	sense2	 	annotatorA
26120215_1972_04_28_01_134.tcf.xml-4-10	Eintagsfliege	sense2	 	annotatorA
holz_hamlet_1889-15-15	Eintagsfliege	sense2	 	annotatorA
boerne_paris03_1833-290-12	Eintagsfliege	None	unklar	annotatorA
26120215_1983_05_14_01_437.tcf.xml-11-13	Eintagsfliege	None	unklar	annotatorA
wilamowitz_aristoteles01_1893-1523-7	Eintagsfliege	None	unklar	annotatorA
boelsche_liebesleben01_1898-301-6	Eintagsfliege	sense1	 	annotatorA
2532889X_1970-04-05_01_285.tcf.xml-43-13	Eintagsfliege	sense2	 	annotatorA
26120215_1969_02_05_01_044.tcf.xml-67-12	Eintagsfliege	sense2	 	annotatorA
brehm_thierleben01_1864-5014-20	Eintagsfliege	sense1	 	annotatorA
menzel_literatur02_1828-2676-11	Eintagsfliege	sense1	 	annotatorA
2532889X_1970-06-23_01_052.tcf.xml-8-18	Eintagsfliege	sense2	 	annotatorA
26120215_1969_09_16_01_103.tcf.xml-2-38	Eintagsfliege	sense2	 	annotatorA
2532889X_1984-08-25_01_060.tcf.xml-21-5	Eintagsfliege	sense2	 	annotatorA
boelsche_liebesleben01_1898-995-5	Eintagsfliege	sense1	 	annotatorA
26120215_1963_10_20_01_406.tcf.xml-134-1	Eintagsfliege	None	unklar	annotatorA
bechstein_dunkelgraf_1854-1902-25	Eintagsfliege	sense1	 	annotatorA
2532889X_1986-07-14_01_008.tcf.xml-10-14	Eintagsfliege	sense2	 	annotatorA
haeckel_weltraethsel_1899-3032-40	Eintagsfliege	sense1	 	annotatorA
