lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
pick	fic_1823_7241.txt-2696-39	fic_1852_2751.txt-1912-29	2.0	fic_1856_9779.txt-10876-62	1.0	fic_2009_36571.txt-65-2	3.0			['fic_2009_36571.txt-65-2', 'fic_1852_2751.txt-1912-29', 'fic_1856_9779.txt-10876-62']		3
pick	nf_1851_771607.txt-895-20	mag_1964_431693.txt-128-9	1.0	fic_1842_7158.txt-552-30	2.0	fic_1847_7190.txt-1258-35	4.0	fic_1840_8909.txt-1254-28	3.0	['fic_1847_7190.txt-1258-35', 'fic_1840_8909.txt-1254-28', 'fic_1842_7158.txt-552-30', 'mag_1964_431693.txt-128-9']		4
pick	fic_1850_7304.txt-6199-15	mag_1964_431693.txt-128-9	1.0	fic_1991_53374.txt-365-5	3.0	fic_1839_7182.txt-972-30	2.0			['fic_1991_53374.txt-365-5', 'fic_1839_7182.txt-972-30', 'mag_1964_431693.txt-128-9']		3
pick	fic_1856_9779.txt-12362-10	mag_1974_316770.txt-12-3	3.0	fic_1858_1282.txt-2609-29	1.0			nf_1851_771607.txt-895-20	2.0	['mag_1974_316770.txt-12-3', 'nf_1851_771607.txt-895-20', 'fic_1858_1282.txt-2609-29']		3
pick	fic_1856_1281.txt-5817-3	fic_1852_2751.txt-3110-9	3.0	fic_1839_7182.txt-972-30	2.0			fic_1851_2590.txt-389-9	1.0	['fic_1852_2751.txt-3110-9', 'fic_1839_7182.txt-972-30', 'fic_1851_2590.txt-389-9']		3
pick	mag_1849_555588.txt-11-76	fic_1997_54758.txt-86-13	3.0	fic_1995_30737.txt-3-8	4.0	news_1972_729961.txt-36-4	1.0	fic_2007_52034.txt-55-1	2.0	['fic_1995_30737.txt-3-8', 'fic_1997_54758.txt-86-13', 'fic_2007_52034.txt-55-1', 'news_1972_729961.txt-36-4']		4
pick	mag_1828_553896.txt-106-75	fic_1854_70.txt-3392-9	2.0			fic_1856_9797.txt-996-13	3.0	nf_1844_749098.txt-1153-20	1.0	['fic_1856_9797.txt-996-13', 'fic_1854_70.txt-3392-9', 'nf_1844_749098.txt-1153-20']		3
pick	fic_1858_1282.txt-2609-29	mag_1828_553896.txt-106-75	2.0	fic_2000_27747.txt-133-4	1.0	nf_1844_749098.txt-1153-20	4.0	fic_1823_7241.txt-2696-39	3.0	['nf_1844_749098.txt-1153-20', 'fic_1823_7241.txt-2696-39', 'mag_1828_553896.txt-106-75', 'fic_2000_27747.txt-133-4']		4
pick	fic_1852_2751.txt-1912-29	fic_1859_9216.txt-4351-8	4.0	mag_1849_555588.txt-11-76	3.0	mag_1851_555701.txt-85-38	2.0			['fic_1859_9216.txt-4351-8', 'mag_1849_555588.txt-11-76', 'mag_1851_555701.txt-85-38']		3
pick	mag_1831_554132.txt-58-3	fic_1853_9142.txt-2080-11	3.0	fic_1855_9053.txt-251-7	4.0	mag_2003_375688.txt-4-9	2.0	fic_1974_10580.txt-8721-1	1.0	['fic_1855_9053.txt-251-7', 'fic_1853_9142.txt-2080-11', 'mag_2003_375688.txt-4-9', 'fic_1974_10580.txt-8721-1']		4
pick	fic_1835_7134.txt-2847-8	fic_1855_9053.txt-251-7	3.0	nf_1851_771607.txt-895-20	1.0	nf_1977_774125.txt-2931-1	2.0	fic_1995_30737.txt-3-8	4.0	['fic_1995_30737.txt-3-8', 'fic_1855_9053.txt-251-7', 'nf_1977_774125.txt-2931-1', 'nf_1851_771607.txt-895-20']		4
pick	fic_1835_7134.txt-2849-6	fic_1860_9168.txt-597-1	4.0	fic_1855_9053.txt-251-7	3.0	fic_1856_1281.txt-5817-3	2.0	fic_1988_24002.txt-248-12	1.0	['fic_1860_9168.txt-597-1', 'fic_1855_9053.txt-251-7', 'fic_1856_1281.txt-5817-3', 'fic_1988_24002.txt-248-12']		4
pick	fic_1854_70.txt-3392-9	nf_1851_771607.txt-895-20	1.0	fic_1855_9053.txt-251-7	3.0	mag_2003_375688.txt-4-9	2.0	fic_1994_53956.txt-907-11	4.0	['fic_1994_53956.txt-907-11', 'fic_1855_9053.txt-251-7', 'mag_2003_375688.txt-4-9', 'nf_1851_771607.txt-895-20']		4
pick	fic_1824_7285.txt-1251-1	fic_1995_30737.txt-3-8	1.0	fic_1852_69.txt-8320-9	4.0	fic_1961_781980.txt-1736-4	2.0	fic_1852_2751.txt-1912-29	3.0	['fic_1852_69.txt-8320-9', 'fic_1852_2751.txt-1912-29', 'fic_1961_781980.txt-1736-4', 'fic_1995_30737.txt-3-8']		4
pick	fic_1840_8909.txt-1254-28	nf_1851_771607.txt-895-20	3.0	fic_1852_2751.txt-3110-9	4.0	fic_1995_30737.txt-3-8	2.0	fic_1856_9779.txt-10876-62	1.0	['fic_1852_2751.txt-3110-9', 'nf_1851_771607.txt-895-20', 'fic_1995_30737.txt-3-8', 'fic_1856_9779.txt-10876-62']		4
