current_mapping	objective_function_value
[0.2, 0.2111111111111111, 0.23333333333333336]	-0.19642161916332102
[0.18666666666666665, 0.2287037037037037, 0.24074074074074076]	-0.18121561819029663
[0.19333333333333336, 0.21462962962962961, 0.25925925925925924]	-0.14944076264455353
[0.19333333333333336, 0.21462962962962961, 0.25925925925925924]	-0.14944076264455353
[0.16000000000000003, 0.23925925925925912, 0.29259259259259257]	-0.08263818468570361
[0.16000000000000014, 0.2146296296296294, 0.3296296296296296]	0.0010478266819013982
[0.15333333333333354, 0.23222222222222194, 0.36296296296296293]	0.07895254628756665
[0.086666666666667, 0.2568518518518512, 0.4666666666666667]	0.28898805520134463
[0.08000000000000063, 0.22518518518518438, 0.5740740740740741]	0.4420329411010697
[8.881784197001252e-16, 0.2849999999999988, 0.7444444444444445]	0.5584358077000865
[8.881784197001252e-16, 0.2849999999999988, 0.7444444444444445]	0.5584358077000865
[8.881784197001252e-16, 0.2849999999999988, 0.7444444444444445]	0.5584358077000865
[8.881784197001252e-16, 0.2849999999999988, 0.7444444444444445]	0.5584358077000865
[8.881784197001252e-16, 0.2849999999999988, 0.7444444444444445]	0.5584358077000865
[8.881784197001252e-16, 0.2849999999999988, 0.7444444444444445]	0.5584358077000865
[8.881784197001252e-16, 0.2849999999999988, 0.7444444444444445]	0.5584358077000865
[8.881784197001252e-16, 0.2849999999999988, 0.7444444444444445]	0.5584358077000865
[-0.03731481481481391, 0.32038065843621266, 0.7846193415637854]	0.56748853524727
[-0.023096707818929224, 0.33284750800182783, 0.7427697759487879]	0.5883586275855963
[-0.023096707818929224, 0.33284750800182783, 0.7427697759487879]	0.5883586275855963
[-0.023096707818929224, 0.33284750800182783, 0.7427697759487879]	0.5883586275855963
[-0.06464449016918067, 0.42163097596910926, 0.8015857592846607]	0.6144308759818543
[-0.06729309556469984, 0.44171645582482233, 0.7347787430777815]	0.6346064149332871
[-0.06729309556469984, 0.44171645582482233, 0.7347787430777815]	0.6346064149332871
[-0.11846479195244572, 0.6130065284763493, 0.754736955748613]	0.6627768623389794
[-0.11846479195244572, 0.6130065284763493, 0.754736955748613]	0.6627768623389794
[-0.11846479195244572, 0.6130065284763493, 0.754736955748613]	0.6627768623389794
[-0.11846479195244572, 0.6130065284763493, 0.754736955748613]	0.6627768623389794
[-0.11846479195244572, 0.6130065284763493, 0.754736955748613]	0.6627768623389794
[-0.11846479195244572, 0.6130065284763493, 0.754736955748613]	0.6627768623389794
[-0.10485954108734497, 0.5602382174910594, 0.7443008940942308]	0.6658005008133283
[-0.10485954108734497, 0.5602382174910594, 0.7443008940942308]	0.6658005008133283
[-0.10485954108734497, 0.5602382174910594, 0.7443008940942308]	0.6658005008133283
[-0.10485954108734497, 0.5602382174910594, 0.7443008940942308]	0.6658005008133283
[-0.10274332197120863, 0.5636347801767299, 0.7468426256328176]	0.6667879960622185
[-0.10274332197120863, 0.5636347801767299, 0.7468426256328176]	0.6667879960622185
[-0.11001674846236707, 0.5804556195744709, 0.7492969448434115]	0.6669979812442047
[-0.10638003521678785, 0.5720451998756004, 0.7480697852381145]	0.6670374056428245
[-0.10638003521678785, 0.5720451998756004, 0.7480697852381145]	0.6670374056428245
[-0.10638003521678785, 0.5720451998756004, 0.7480697852381145]	0.6670374056428245
[-0.10776474696428365, 0.5737497236674654, 0.750920305059199]	0.6673536842688337
[-0.10820059428819367, 0.5768846827172402, 0.7510472470302921]	0.6673734550484332
[-0.10873260364272774, 0.5773410774972865, 0.74965469530964]	0.6676686745746945
[-0.10730634175759476, 0.5740185139181322, 0.7493052671855791]	0.6678978382335501
[-0.10801947270016125, 0.5756797957077093, 0.7494799812476096]	0.6680948547757145
[-0.10801947270016125, 0.5756797957077093, 0.7494799812476096]	0.6680948547757145
[-0.10801947270016125, 0.5756797957077093, 0.7494799812476096]	0.6680948547757145
[-0.10801947270016125, 0.5756797957077093, 0.7494799812476096]	0.6680948547757145
[-0.10801947270016125, 0.5756797957077093, 0.7494799812476096]	0.6680948547757145
[-0.10793505832982775, 0.5759478077719645, 0.7493374327429849]	0.6681964888044111
[-0.10793505832982775, 0.5759478077719645, 0.7493374327429849]	0.6681964888044111
[-0.10793505832982775, 0.5759478077719645, 0.7493374327429849]	0.6681964888044111
[-0.10793505832982775, 0.5759478077719645, 0.7493374327429849]	0.6681964888044111
[-0.10793505832982775, 0.5759478077719645, 0.7493374327429849]	0.6681964888044111
[-0.10793505832982775, 0.5759478077719645, 0.7493374327429849]	0.6681964888044111
[-0.10793505832982775, 0.5759478077719645, 0.7493374327429849]	0.6681964888044111
[-0.10793505832982775, 0.5759478077719645, 0.7493374327429849]	0.6681964888044111
[-0.10793505832982775, 0.5759478077719645, 0.7493374327429849]	0.6681964888044111
