lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
player	nf_1859_748120.txt-2700-49	nf_1834_747621.txt-74-7	3.0	mag_2003_376656.txt-21-25	2.0	mag_1984_326101.txt-12-15	4.0	news_1993_630359.txt-52-23	1.0	['mag_1984_326101.txt-12-15', 'nf_1834_747621.txt-74-7', 'mag_2003_376656.txt-21-25', 'news_1993_630359.txt-52-23']		4
player	fic_1843_7155.txt-1334-5	mag_1976_491744.txt-194-5	3.0			fic_2009_36644.txt-534-12	2.0	fic_1993_25036.txt-2086-4	4.0	['fic_1993_25036.txt-2086-4', 'mag_1976_491744.txt-194-5', 'fic_2009_36644.txt-534-12']		3
player	fic_1819_9004.txt-421-21	mag_2006_385919.txt-27-40	1.0	news_1996_625833.txt-62-1	3.0			fic_1846_4462.txt-797-107	4.0	['fic_1846_4462.txt-797-107', 'news_1996_625833.txt-62-1', 'mag_2006_385919.txt-27-40']		3
player	nf_1834_747621.txt-190-43	mag_1997_356208.txt-22-17	1.0	nf_1834_747621.txt-34-4	3.0			nf_1834_747621.txt-291-1	4.0	['nf_1834_747621.txt-291-1', 'nf_1834_747621.txt-34-4', 'mag_1997_356208.txt-22-17']		3
player	fic_1836_7052.txt-1521-3	fic_1982_10699.txt-11773-1	4.0			nf_1834_747621.txt-317-16	3.0	fic_1844_800.txt-1250-37	2.0	['fic_1982_10699.txt-11773-1', 'nf_1834_747621.txt-317-16', 'fic_1844_800.txt-1250-37']		3
player	mag_1822_553391.txt-123-36			fic_2004_31868.txt-198-7	1.0	mag_1853_566330.txt-85-13	4.0	fic_1841_799.txt-1809-16	3.0	['mag_1853_566330.txt-85-13', 'fic_1841_799.txt-1809-16', 'fic_2004_31868.txt-198-7']		3
player	fic_1844_7114.txt-1647-20	news_1993_630359.txt-52-23	3.0	mag_1993_135894.txt-36-8	2.0	nf_1833_747531.txt-1407-18	1.0	mag_1997_389166.txt-31-27	4.0	['mag_1997_389166.txt-31-27', 'news_1993_630359.txt-52-23', 'mag_1993_135894.txt-36-8', 'nf_1833_747531.txt-1407-18']		4
player	fic_1832_7176.txt-2067-3	mag_1997_356208.txt-22-17	1.0	nf_1834_747621.txt-291-1	3.0	fic_1859_270.txt-245-19	4.0			['fic_1859_270.txt-245-19', 'nf_1834_747621.txt-291-1', 'mag_1997_356208.txt-22-17']		3
player	nf_1834_747621.txt-290-1	mag_1853_566330.txt-85-13	4.0	fic_1845_7170.txt-11079-11	2.0	news_1993_630359.txt-52-23	1.0	fic_1962_4271.txt-108-11	3.0	['mag_1853_566330.txt-85-13', 'fic_1962_4271.txt-108-11', 'fic_1845_7170.txt-11079-11', 'news_1993_630359.txt-52-23']		4
player	mag_1832_554166.txt-207-13	fic_1973_10570.txt-2597-9	3.0	nf_1834_747621.txt-77-5	1.0	nf_1834_747621.txt-34-4	4.0			['nf_1834_747621.txt-34-4', 'fic_1973_10570.txt-2597-9', 'nf_1834_747621.txt-77-5']		3
