lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
Manschette	aston_emancipation_1846-250-11			2532889X_1955-10-09_01_163.tcf.xml-7-7	4.0	michelis_reiseschule_1869-403-3	3.0	26120215_1975_09_20_01_220.tcf.xml-30-11	2.0	['2532889X_1955-10-09_01_163.tcf.xml-7-7', 'michelis_reiseschule_1869-403-3', '26120215_1975_09_20_01_220.tcf.xml-30-11']		3
Manschette	michelis_reiseschule_1869-605-6	burckhardt_cicerone_1855-12284-24	3.0	raabe_odfeld_1889-2018-4	4.0	2532889X_1980-01-19_01_411.tcf.xml-2-5	2.0	2532889X_1988-08-27_01_200.tcf.xml-20-10	1.0	['raabe_odfeld_1889-2018-4', 'burckhardt_cicerone_1855-12284-24', '2532889X_1980-01-19_01_411.tcf.xml-2-5', '2532889X_1988-08-27_01_200.tcf.xml-20-10']		4
Manschette	michelis_reiseschule_1869-404-3			26120215_1977_01_03_01_031.tcf.xml-12-1	3.0	26120215_1968_03_31_01_236.tcf.xml-4-11	1.0	brehm_thierleben06_1869-4003-28	4.0	['brehm_thierleben06_1869-4003-28', '26120215_1977_01_03_01_031.tcf.xml-12-1', '26120215_1968_03_31_01_236.tcf.xml-4-11']		3
Manschette	paul_flegeljahre04_1805-946-53	storm_immensee_1852-273-11	4.0			26120215_1979_10_20_01_379.tcf.xml-18-14	1.0	brehm_thierleben06_1869-7100-18	3.0	['storm_immensee_1852-273-11', 'brehm_thierleben06_1869-7100-18', '26120215_1979_10_20_01_379.tcf.xml-18-14']		3
Manschette	raabe_odfeld_1889-2018-4	2532889X_1962-12-14_01_048.tcf.xml-43-3	1.0	storm_immensee_1852-231-13	4.0	brehm_thierleben06_1869-4007-16	2.0	vischer_aesthetik0201_1847-4030-33	3.0	['storm_immensee_1852-231-13', 'vischer_aesthetik0201_1847-4030-33', 'brehm_thierleben06_1869-4007-16', '2532889X_1962-12-14_01_048.tcf.xml-43-3']		4
Manschette	bauer_buehnenleben_1871-2719-34	2532889X_1962-12-14_01_048.tcf.xml-43-3	1.0	2532889X_1955-10-23_01_135.tcf.xml-40-11	4.0	26120215_1977_04_26_01_374.tcf.xml-483-11	3.0	2532889X_1990-08-10_01_274.tcf.xml-49-10	2.0	['2532889X_1955-10-23_01_135.tcf.xml-40-11', '26120215_1977_04_26_01_374.tcf.xml-483-11', '2532889X_1990-08-10_01_274.tcf.xml-49-10', '2532889X_1962-12-14_01_048.tcf.xml-43-3']		4
Manschette	falke_trachten01_1858-3846-84			meyer_jenatsch_1876-534-13	4.0	2532889X_1988-08-27_01_200.tcf.xml-20-10	1.0	26120215_1985_04_06_01_236.tcf.xml-6-10	2.0	['meyer_jenatsch_1876-534-13', '26120215_1985_04_06_01_236.tcf.xml-6-10', '2532889X_1988-08-27_01_200.tcf.xml-20-10']		3
Manschette	brehm_thierleben06_1869-4007-16	26120215_1949_08_06_01_145.tcf.xml-14-16	1.0	2532889X_1953-12-23_01_030.tcf.xml-60-9	3.0	falke_trachten02_1858-1840-46	4.0	brehm_thierleben06_1869-7100-18	2.0	['falke_trachten02_1858-1840-46', '2532889X_1953-12-23_01_030.tcf.xml-60-9', 'brehm_thierleben06_1869-7100-18', '26120215_1949_08_06_01_145.tcf.xml-14-16']		4
Manschette	brehm_thierleben06_1869-4882-12	falke_trachten02_1858-1840-46	2.0	26120215_1979_10_20_01_379.tcf.xml-18-14	1.0	brehm_thierleben06_1869-7100-18	4.0	2532889X_1969-12-11_01_393.tcf.xml-12-1	3.0	['brehm_thierleben06_1869-7100-18', '2532889X_1969-12-11_01_393.tcf.xml-12-1', 'falke_trachten02_1858-1840-46', '26120215_1979_10_20_01_379.tcf.xml-18-14']		4
Manschette	falke_trachten02_1858-1840-46	2532889X_1988-08-27_01_200.tcf.xml-20-10	1.0	brehm_thierleben06_1869-4882-12	2.0	2532889X_1969-12-11_01_393.tcf.xml-12-1	3.0	falke_trachten02_1858-1554-8	4.0	['falke_trachten02_1858-1554-8', '2532889X_1969-12-11_01_393.tcf.xml-12-1', 'brehm_thierleben06_1869-4882-12', '2532889X_1988-08-27_01_200.tcf.xml-20-10']		4
Manschette	brehm_thierleben06_1869-7100-18	26120215_1979_02_07_01_056.tcf.xml-5-18	2.0	falke_trachten02_1858-1554-8	1.0	brehm_thierleben06_1869-4882-12	4.0	brehm_thierleben06_1869-4003-28	3.0	['brehm_thierleben06_1869-4882-12', 'brehm_thierleben06_1869-4003-28', '26120215_1979_02_07_01_056.tcf.xml-5-18', 'falke_trachten02_1858-1554-8']		4
Manschette	paul_titan01_1800-832-144			2532889X_1957-01-20_01_115.tcf.xml-14-30	3.0	2532889X_1947-07-13_01_120.tcf.xml-21-11	1.0	26120215_1977_04_26_01_374.tcf.xml-483-11	2.0	['2532889X_1957-01-20_01_115.tcf.xml-14-30', '26120215_1977_04_26_01_374.tcf.xml-483-11', '2532889X_1947-07-13_01_120.tcf.xml-21-11']		3
Manschette	brehm_thierleben06_1869-4003-28	2532889X_1979-04-21_01_337.tcf.xml-26-29	2.0	michelis_reiseschule_1869-404-3	4.0	mommsen_roemische03_1856-1593-11	1.0	brehm_thierleben06_1869-7100-18	3.0	['michelis_reiseschule_1869-404-3', 'brehm_thierleben06_1869-7100-18', '2532889X_1979-04-21_01_337.tcf.xml-26-29', 'mommsen_roemische03_1856-1593-11']		4
Manschette	immermann_muenchhausen04_1839-1221-55			26120215_1979_02_07_01_056.tcf.xml-5-18	3.0	2532889X_1962-12-14_01_048.tcf.xml-43-3	4.0	26120215_1975_09_20_01_220.tcf.xml-30-11	1.0	['2532889X_1962-12-14_01_048.tcf.xml-43-3', '26120215_1979_02_07_01_056.tcf.xml-5-18', '26120215_1975_09_20_01_220.tcf.xml-30-11']		3
