identifier1	identifier2	annotator	judgment	comment	lemma	round
26120215_1966_08_18_01_054.tcf.xml-28-10	26120215_1990_08_23_01_299.tcf.xml-6-19	annotator2	4.0	 	Pachtzins	2
2532889X_1963-07-20_01_091.tcf.xml-102-9	stein_verwaltungslehre07_1868-2190-10	annotator2	4.0	 	Pachtzins	2
baumstark_encyclopaedie_1835-17312-55	beck_eisen01_1884-16044-15	annotator2	4.0	 	Pachtzins	2
2532889X_1950-04-29_01_036.tcf.xml-64-5	2532889X_1968-03-26_01_093.tcf.xml-19-24	annotator2	4.0	 	Pachtzins	2
26120215_1954_07_02_01_044.tcf.xml-21-3	stein_verwaltungslehre07_1868-2190-10	annotator2	4.0	 	Pachtzins	2
26120215_1952_09_02_01_147.tcf.xml-2-45	26120215_1953_09_19_01_003.tcf.xml-79-8	annotator2	4.0	 	Pachtzins	2
2532889X_1950-12-18_01_108.tcf.xml-2-33	beck_eisen01_1884-16044-15	annotator2	4.0	 	Pachtzins	2
2532889X_1946-11-15_01_150.tcf.xml-74-0	26120215_1953_09_19_01_003.tcf.xml-79-8	annotator2	4.0	 	Pachtzins	2
buecher_volkswirtschaft_1893-327-5	2532889X_1968-03-26_01_093.tcf.xml-19-24	annotator2	4.0	 	Pachtzins	2
2532889X_1974-02-24_01_262.tcf.xml-11-20	26120215_1953_09_19_01_003.tcf.xml-79-8	annotator2	4.0	 	Pachtzins	2
2532889X_1950-10-03_01_064.tcf.xml-25-7	baumstark_encyclopaedie_1835-17316-41	annotator2	4.0	 	Pachtzins	2
2532889X_1952-08-30_01_077.tcf.xml-4-15	baumstark_encyclopaedie_1835-17316-41	annotator2	4.0	 	Pachtzins	2
baumstark_encyclopaedie_1835-12545-42	fontane_brandenburg04_1882-3740-3	annotator2	4.0	 	Pachtzins	2
26120215_1950_03_23_01_368.tcf.xml-6-37	26120215_1953_09_19_01_003.tcf.xml-79-8	annotator2	4.0	 	Pachtzins	2
lehnert_seehaefen02_1892-371-14	2532889X_1963-07-20_01_091.tcf.xml-126-8	annotator2	4.0	 	Pachtzins	2
2532889X_1951-06-16_01_054.tcf.xml-12-12	2532889X_1955-10-15_01_077.tcf.xml-12-10	annotator2	4.0	 	Pachtzins	2
26120215_1984_09_11_01_048.tcf.xml-10-9	2532889X_1968-03-26_01_093.tcf.xml-19-24	annotator2	4.0	 	Pachtzins	2
2532889X_1974-06-21_01_087.tcf.xml-7-17	2532889X_1968-03-26_01_093.tcf.xml-19-24	annotator2	4.0	 	Pachtzins	2
2532889X_1951-11-16_01_037.tcf.xml-44-12	2532889X_1956-05-16_01_025.tcf.xml-5-1	annotator2	4.0	 	Pachtzins	2
2532889X_1955-10-15_01_077.tcf.xml-10-5	fontane_brandenburg04_1882-3740-3	annotator2	4.0	 	Pachtzins	2
baumstark_encyclopaedie_1835-17912-29	2532889X_1957-03-23_01_060.tcf.xml-18-17	annotator2	4.0	 	Pachtzins	2
baumstark_encyclopaedie_1835-17288-12	2532889X_1957-03-23_01_060.tcf.xml-18-17	annotator2	4.0	 	Pachtzins	2
2532889X_1975-11-05_01_089.tcf.xml-16-5	2532889X_1968-03-26_01_093.tcf.xml-19-24	annotator2	4.0	 	Pachtzins	2
2532889X_1955-09-16_01_123.tcf.xml-9-10	2532889X_1957-03-23_01_060.tcf.xml-18-17	annotator2	4.0	 	Pachtzins	2
2532889X_1990-08-09_01_122.tcf.xml-5-19	2532889X_1955-10-15_01_077.tcf.xml-12-10	annotator2	4.0	 	Pachtzins	2
2532889X_1990-06-23_01_077.tcf.xml-9-15	baumstark_encyclopaedie_1835-17316-41	annotator2	4.0	 	Pachtzins	2
2532889X_1948-09-24_01_052.tcf.xml-6-9	2532889X_1963-07-20_01_091.tcf.xml-126-8	annotator2	4.0	 	Pachtzins	2
2532889X_1964-01-08_01_095.tcf.xml-22-9	fontane_brandenburg04_1882-3740-3	annotator2	4.0	 	Pachtzins	2
26120215_1962_11_20_01_208.tcf.xml-14-1	26120215_1953_09_19_01_003.tcf.xml-79-8	annotator2	4.0	 	Pachtzins	2
2532889X_1981-03-28_01_410.tcf.xml-8-13	2532889X_1968-03-26_01_093.tcf.xml-19-24	annotator2	4.0	 	Pachtzins	2
26120215_1946_11_13_01_093.tcf.xml-2-39	stein_verwaltungslehre07_1868-2190-10	annotator2	4.0	 	Pachtzins	2
2532889X_1958-10-05_01_059.tcf.xml-25-22	2532889X_1963-07-20_01_091.tcf.xml-126-8	annotator2	4.0	 	Pachtzins	2
2532889X_1953-01-04_01_160.tcf.xml-44-9	beck_eisen01_1884-16044-15	annotator2	4.0	 	Pachtzins	2
baumstark_encyclopaedie_1835-14682-19	baumstark_encyclopaedie_1835-17316-41	annotator2	4.0	 	Pachtzins	2
2532889X_1974-12-24_01_231.tcf.xml-43-22	2532889X_1955-10-15_01_077.tcf.xml-12-10	annotator2	4.0	 	Pachtzins	2
2532889X_1960-04-15_01_043.tcf.xml-65-11	stein_verwaltungslehre07_1868-2190-10	annotator2	4.0	 	Pachtzins	2
nn_nrhz200b_1849-13-6	fontane_brandenburg04_1882-3740-3	annotator2	4.0	 	Pachtzins	2
2532889X_1966-05-15_01_263.tcf.xml-22-35	26120215_1990_08_23_01_299.tcf.xml-6-19	annotator2	4.0	 	Pachtzins	2
2532889X_1970-09-19_01_359.tcf.xml-33-69	2532889X_1958-10-05_01_059.tcf.xml-7-8	annotator2	4.0	 	Pachtzins	2
26120215_1952_09_10_01_177.tcf.xml-21-15	2532889X_1962-05-27_01_068.tcf.xml-13-23	annotator2	4.0	 	Pachtzins	2
2532889X_1960-04-26_01_114.tcf.xml-569-18	26120215_1953_09_19_01_003.tcf.xml-79-8	annotator2	4.0	 	Pachtzins	2
baumstark_encyclopaedie_1835-14683-5	2532889X_1957-03-23_01_060.tcf.xml-18-17	annotator2	4.0	 	Pachtzins	2
2532889X_1967-10-14_01_144.tcf.xml-26-20	2532889X_1958-10-05_01_059.tcf.xml-7-8	annotator2	4.0	 	Pachtzins	2
2532889X_1987-08-11_01_115.tcf.xml-17-11	beck_eisen01_1884-16044-15	annotator2	4.0	 	Pachtzins	2
baumstark_encyclopaedie_1835-17495-57	2532889X_1957-03-23_01_060.tcf.xml-18-17	annotator2	4.0	 	Pachtzins	2
2532889X_1974-01-21_01_073.tcf.xml-4-11	baumstark_encyclopaedie_1835-17316-41	annotator2	4.0	 	Pachtzins	2
26120215_1963_08_02_01_086.tcf.xml-40-16	baumstark_encyclopaedie_1835-17316-41	annotator2	4.0	 	Pachtzins	2
26120215_1954_07_18_01_133.tcf.xml-7-22	2532889X_1955-10-15_01_077.tcf.xml-12-10	annotator2	4.0	 	Pachtzins	2
2532889X_1960-04-26_01_006.tcf.xml-22-32	baumstark_encyclopaedie_1835-17316-41	annotator2	4.0	 	Pachtzins	2
thuenen_staat_1826-1770-19	fontane_brandenburg04_1882-3740-3	annotator2	4.0	 	Pachtzins	2
baumstark_encyclopaedie_1835-14609-8	2532889X_1968-03-26_01_093.tcf.xml-19-24	annotator2	4.0	 	Pachtzins	2
schmoller_kleingewerbe_1870-5921-53	26120215_1953_09_19_01_003.tcf.xml-79-8	annotator2	4.0	 	Pachtzins	2
26120215_1990_12_15_01_1024.tcf.xml-0-28	2532889X_1957-03-23_01_060.tcf.xml-18-17	annotator2	4.0	 	Pachtzins	2
