lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
afternoon	mag_1855_556005.txt-194-2	mag_1845_587596.txt-153-9	2.0			fic_1993_1040092.txt-5145-7	3.0	nf_1834_755185.txt-2925-9	4.0	['nf_1834_755185.txt-2925-9', 'fic_1993_1040092.txt-5145-7', 'mag_1845_587596.txt-153-9']		3
attack	fic_1846_7679.txt-262-9	fic_1854_9193.txt-8301-13	3.0	mag_1992_396000.txt-164-14	4.0	mag_1828_553929.txt-364-34	2.0	mag_1970_282294.txt-7-3	1.0	['mag_1992_396000.txt-164-14', 'fic_1854_9193.txt-8301-13', 'mag_1828_553929.txt-364-34', 'mag_1970_282294.txt-7-3']		4
attack	fic_1833_7239.txt-1694-15	nf_1840_768793.txt-1045-33	4.0	news_2001_661977.txt-17-13	2.0			mag_1846_555400.txt-243-7	3.0	['nf_1840_768793.txt-1045-33', 'mag_1846_555400.txt-243-7', 'news_2001_661977.txt-17-13']		3
attack	fic_1852_2364.txt-6112-60	fic_1838_7086.txt-2732-33	4.0	news_1991_612479.txt-40-20	3.0			mag_1993_424232.txt-41-14	2.0	['fic_1838_7086.txt-2732-33', 'news_1991_612479.txt-40-20', 'mag_1993_424232.txt-41-14']		3
attack	fic_1844_3928.txt-3118-8	news_1991_612479.txt-40-20	2.0			fic_1977_10624.txt-816-11	4.0	news_1967_726451.txt-39-2	3.0	['fic_1977_10624.txt-816-11', 'news_1967_726451.txt-39-2', 'news_1991_612479.txt-40-20']		3
attack	fic_1838_7085.txt-2157-17	nf_1836_749613.txt-2695-7	4.0	fic_2009_36778.txt-461-18	3.0	mag_2007_387325.txt-12-20	1.0	fic_1858_1282.txt-1444-24	2.0	['nf_1836_749613.txt-2695-7', 'fic_2009_36778.txt-461-18', 'fic_1858_1282.txt-1444-24', 'mag_2007_387325.txt-12-20']		4
attack	fic_1856_2470.txt-7252-13			mag_1854_555935.txt-131-30	2.0	fic_1977_10624.txt-816-11	3.0	fic_1844_3928.txt-3498-7	4.0	['fic_1844_3928.txt-3498-7', 'fic_1977_10624.txt-816-11', 'mag_1854_555935.txt-131-30']		3
attack	fic_1853_9142.txt-2686-17	fic_1993_25035.txt-820-7	4.0	mag_1993_424232.txt-41-14	2.0	fic_1835_7309.txt-3267-10	1.0	fic_1854_9193.txt-8301-13	3.0	['fic_1993_25035.txt-820-7', 'fic_1854_9193.txt-8301-13', 'mag_1993_424232.txt-41-14', 'fic_1835_7309.txt-3267-10']		4
attack	mag_1828_553929.txt-364-34	news_1984_670941.txt-14-43	4.0			fic_1845_7170.txt-4861-9	3.0	news_1997_611600.txt-65-2	2.0	['news_1984_670941.txt-14-43', 'fic_1845_7170.txt-4861-9', 'news_1997_611600.txt-65-2']		3
attack	fic_1839_7024.txt-2377-9			mag_1970_315464.txt-8-1	4.0	fic_1859_9037.txt-2260-41	2.0	nf_1847_754437.txt-1509-47	3.0	['mag_1970_315464.txt-8-1', 'nf_1847_754437.txt-1509-47', 'fic_1859_9037.txt-2260-41']		3
attack	fic_1854_9193.txt-8301-13	nf_1859_747415.txt-25-18	4.0	news_1998_626765.txt-4-8	3.0	mag_1846_524014.txt-303-22	2.0			['nf_1859_747415.txt-25-18', 'news_1998_626765.txt-4-8', 'mag_1846_524014.txt-303-22']		3
attack	fic_1838_7086.txt-2732-33			mag_1828_553929.txt-364-34	3.0	news_1992_605779.txt-41-29	4.0	fic_1858_1282.txt-1444-24	2.0	['news_1992_605779.txt-41-29', 'mag_1828_553929.txt-364-34', 'fic_1858_1282.txt-1444-24']		3
attack	fic_1858_1282.txt-1444-24			mag_1972_278489.txt-11-19	3.0	fic_1838_7085.txt-2157-17	2.0	mag_1999_397639.txt-186-35	4.0	['mag_1999_397639.txt-186-35', 'mag_1972_278489.txt-11-19', 'fic_1838_7085.txt-2157-17']		3
attack	mag_1840_586558.txt-356-49	fic_1998_43533.txt-4-2	2.0	news_1998_626765.txt-4-8	4.0	fic_2000_29245.txt-31-12	3.0			['news_1998_626765.txt-4-8', 'fic_2000_29245.txt-31-12', 'fic_1998_43533.txt-4-2']		3
attack	mag_1825_553609.txt-140-54			news_1967_726451.txt-39-2	4.0	news_1991_612479.txt-40-20	3.0	fic_1848_1279.txt-1511-47	2.0	['news_1967_726451.txt-39-2', 'news_1991_612479.txt-40-20', 'fic_1848_1279.txt-1511-47']		3
attack	fic_1848_1279.txt-1511-47	fic_1854_9193.txt-8301-13	3.0			mag_1825_553609.txt-140-54	2.0	fic_2009_36778.txt-461-18	4.0	['fic_2009_36778.txt-461-18', 'fic_1854_9193.txt-8301-13', 'mag_1825_553609.txt-140-54']		3
attack	fic_1848_7009.txt-1181-32	mag_1984_299534.txt-14-19	4.0	mag_2007_387325.txt-12-20	2.0			fic_2009_36778.txt-461-18	3.0	['mag_1984_299534.txt-14-19', 'fic_2009_36778.txt-461-18', 'mag_2007_387325.txt-12-20']		3
attack	mag_1845_555245.txt-299-1			fic_1855_1209.txt-770-29	4.0	fic_1834_2652.txt-5065-36	3.0	mag_2000_368897.txt-14-26	2.0	['fic_1855_1209.txt-770-29', 'fic_1834_2652.txt-5065-36', 'mag_2000_368897.txt-14-26']		3
attack	nf_1845_747928.txt-826-66	fic_1833_7239.txt-1694-15	2.0	mag_1854_555935.txt-131-30	4.0	mag_1828_553929.txt-364-34	3.0			['mag_1854_555935.txt-131-30', 'mag_1828_553929.txt-364-34', 'fic_1833_7239.txt-1694-15']		3
attack	mag_1850_589167.txt-126-1	news_1991_612479.txt-40-20	3.0			fic_1844_3928.txt-3118-8	4.0	nf_1982_774241.txt-1410-26	2.0	['fic_1844_3928.txt-3118-8', 'news_1991_612479.txt-40-20', 'nf_1982_774241.txt-1410-26']		3
attack	mag_1854_555935.txt-131-30	fic_1844_800.txt-2479-17	3.0	mag_1828_553929.txt-364-34	2.0	fic_1824_7211.txt-3045-8	4.0			['fic_1824_7211.txt-3045-8', 'fic_1844_800.txt-2479-17', 'mag_1828_553929.txt-364-34']		3
attack	mag_1846_524014.txt-303-22			fic_1982_780070.txt-3698-5	3.0	fic_1993_25035.txt-820-7	2.0	mag_2004_365334.txt-2-9	1.0	['fic_1982_780070.txt-3698-5', 'fic_1993_25035.txt-820-7', 'mag_2004_365334.txt-2-9']		3
attack	fic_1859_9037.txt-2260-41	news_1994_606745.txt-26-26	2.0	nf_1829_751465.txt-2786-42	1.0	mag_1840_586558.txt-356-49	3.0	news_1991_612479.txt-40-20	4.0	['news_1991_612479.txt-40-20', 'mag_1840_586558.txt-356-49', 'news_1994_606745.txt-26-26', 'nf_1829_751465.txt-2786-42']		4
attack	mag_2005_379095.txt-6-29	mag_2001_416183.txt-158-8	3.0	mag_1972_278489.txt-11-19	2.0	news_1994_606745.txt-26-26	4.0			['news_1994_606745.txt-26-26', 'mag_2001_416183.txt-158-8', 'mag_1972_278489.txt-11-19']		3
attack	fic_1998_43533.txt-4-2	fic_1839_7024.txt-2377-9	4.0	mag_1840_586558.txt-356-49	2.0			fic_1856_2470.txt-7252-13	3.0	['fic_1839_7024.txt-2377-9', 'fic_1856_2470.txt-7252-13', 'mag_1840_586558.txt-356-49']		3
attack	news_1967_726451.txt-39-2	mag_1970_282294.txt-7-3	3.0	fic_1968_781997.txt-4233-2	4.0	mag_1828_553929.txt-364-34	2.0			['fic_1968_781997.txt-4233-2', 'mag_1970_282294.txt-7-3', 'mag_1828_553929.txt-364-34']		3
attack	news_1994_606745.txt-26-26			fic_1859_9037.txt-2260-41	2.0	fic_1854_9193.txt-8301-13	3.0	mag_2005_379095.txt-6-29	4.0	['mag_2005_379095.txt-6-29', 'fic_1854_9193.txt-8301-13', 'fic_1859_9037.txt-2260-41']		3
attack	fic_1993_25035.txt-820-7			fic_1858_1282.txt-1444-24	3.0	fic_1853_9142.txt-2686-17	4.0	nf_1964_773930.txt-468-27	2.0	['fic_1853_9142.txt-2686-17', 'fic_1858_1282.txt-1444-24', 'nf_1964_773930.txt-468-27']		3
attack	news_1982_671107.txt-19-96			news_1972_730421.txt-65-27	4.0	fic_1994_54174.txt-61-23	2.0	mag_1854_555935.txt-131-30	3.0	['news_1972_730421.txt-65-27', 'mag_1854_555935.txt-131-30', 'fic_1994_54174.txt-61-23']		3
attack	news_1984_670941.txt-14-43	fic_1993_25035.txt-820-7	2.0			mag_1828_553929.txt-364-34	4.0	news_1964_724184.txt-2-34	3.0	['mag_1828_553929.txt-364-34', 'news_1964_724184.txt-2-34', 'fic_1993_25035.txt-820-7']		3
attack	fic_2009_36778.txt-461-18	mag_1981_295135.txt-17-16	4.0	mag_1856_590811.txt-90-38	3.0			mag_1854_555935.txt-131-30	2.0	['mag_1981_295135.txt-17-16', 'mag_1856_590811.txt-90-38', 'mag_1854_555935.txt-131-30']		3
attack	mag_1978_318618.txt-11-36	fic_1968_781997.txt-4233-2	4.0			mag_1828_553929.txt-364-34	3.0	fic_1858_1282.txt-1444-24	2.0	['fic_1968_781997.txt-4233-2', 'mag_1828_553929.txt-364-34', 'fic_1858_1282.txt-1444-24']		3
attack	nf_1982_774241.txt-1410-26	mag_1850_589167.txt-126-1	2.0			fic_1838_7086.txt-2732-33	4.0	news_1991_612479.txt-40-20	3.0	['fic_1838_7086.txt-2732-33', 'news_1991_612479.txt-40-20', 'mag_1850_589167.txt-126-1']		3
attack	news_1991_612479.txt-40-20	fic_1848_1279.txt-1511-47	2.0	mag_2002_387140.txt-2-2	3.0	fic_1859_9037.txt-2260-41	4.0			['fic_1859_9037.txt-2260-41', 'mag_2002_387140.txt-2-2', 'fic_1848_1279.txt-1511-47']		3
attack	mag_2004_365334.txt-2-9			mag_1990_342663.txt-0-16	3.0	mag_1846_524014.txt-303-22	1.0	fic_1848_1279.txt-1511-47	2.0	['mag_1990_342663.txt-0-16', 'fic_1848_1279.txt-1511-47', 'mag_1846_524014.txt-303-22']		3
attack	mag_2002_371999.txt-12-46	mag_1993_424232.txt-41-14	3.0	fic_1988_780054.txt-2791-11	2.0			mag_1981_322209.txt-3-7	4.0	['mag_1981_322209.txt-3-7', 'mag_1993_424232.txt-41-14', 'fic_1988_780054.txt-2791-11']		3
attack	news_1966_725841.txt-34-33			news_1982_671107.txt-19-96	4.0	nf_2001_746877.txt-82-18	2.0	news_1967_726451.txt-39-2	3.0	['news_1982_671107.txt-19-96', 'news_1967_726451.txt-39-2', 'nf_2001_746877.txt-82-18']		3
attack	mag_2005_379002.txt-22-10	fic_1858_1282.txt-1444-24	3.0	mag_1828_553929.txt-364-34	2.0	mag_2002_398773.txt-149-9	4.0			['mag_2002_398773.txt-149-9', 'fic_1858_1282.txt-1444-24', 'mag_1828_553929.txt-364-34']		3
attack	fic_2002_30623.txt-303-9	mag_2007_387325.txt-12-20	4.0	news_1997_611600.txt-65-2	3.0	nf_1847_754437.txt-1509-47	1.0	mag_1856_590811.txt-90-38	2.0	['mag_2007_387325.txt-12-20', 'news_1997_611600.txt-65-2', 'mag_1856_590811.txt-90-38', 'nf_1847_754437.txt-1509-47']		4
attack	news_1998_626765.txt-4-8	nf_2007_775314.txt-41-4	3.0			fic_1993_25035.txt-820-7	2.0	news_2001_661984.txt-79-12	4.0	['news_2001_661984.txt-79-12', 'nf_2007_775314.txt-41-4', 'fic_1993_25035.txt-820-7']		3
attack	mag_2007_387325.txt-12-20	news_1997_611600.txt-65-2	2.0	news_1991_612479.txt-40-20	3.0	fic_2002_30623.txt-303-9	4.0	fic_1838_7085.txt-2157-17	1.0	['fic_2002_30623.txt-303-9', 'news_1991_612479.txt-40-20', 'news_1997_611600.txt-65-2', 'fic_1838_7085.txt-2157-17']		4
attack	news_1989_669714.txt-32-21	news_1991_612479.txt-40-20	3.0			fic_1831_7210.txt-1507-8	4.0	mag_2007_387325.txt-12-20	2.0	['fic_1831_7210.txt-1507-8', 'news_1991_612479.txt-40-20', 'mag_2007_387325.txt-12-20']		3
attack	fic_1982_780051.txt-4396-7	fic_1843_7166.txt-1590-9	1.0	mag_2007_387325.txt-12-20	4.0	fic_1858_1282.txt-1444-24	3.0	mag_1845_555245.txt-299-1	2.0	['mag_2007_387325.txt-12-20', 'fic_1858_1282.txt-1444-24', 'mag_1845_555245.txt-299-1', 'fic_1843_7166.txt-1590-9']		4
attack	mag_1999_397639.txt-186-35			mag_1834_554263.txt-306-48	2.0	fic_1858_1282.txt-1444-24	4.0	mag_1845_555245.txt-299-1	3.0	['fic_1858_1282.txt-1444-24', 'mag_1845_555245.txt-299-1', 'mag_1834_554263.txt-306-48']		3
attack	mag_1972_278489.txt-11-19			mag_1980_296744.txt-5-30	3.0	fic_1993_25035.txt-820-7	4.0	mag_1828_553929.txt-364-34	2.0	['fic_1993_25035.txt-820-7', 'mag_1980_296744.txt-5-30', 'mag_1828_553929.txt-364-34']		3
bag	nf_1852_771569.txt-1631-28	mag_2001_416301.txt-220-11	2.0			mag_1835_554345.txt-434-24	3.0	fic_1856_3677.txt-3324-7	4.0	['fic_1856_3677.txt-3324-7', 'mag_1835_554345.txt-434-24', 'mag_2001_416301.txt-220-11']		3
bag	fic_1843_7074.txt-4254-6	mag_2001_416301.txt-220-11	2.0	mag_1835_554345.txt-434-24	3.0	fic_1962_16286.txt-1450-9	4.0			['fic_1962_16286.txt-1450-9', 'mag_1835_554345.txt-434-24', 'mag_2001_416301.txt-220-11']		3
bag	mag_1835_554345.txt-434-24	mag_1998_400540.txt-41-7	4.0	fic_1855_2630.txt-277-20	3.0	mag_2002_392308.txt-25-30	2.0	fic_2005_28065.txt-108-10	1.0	['mag_1998_400540.txt-41-7', 'fic_1855_2630.txt-277-20', 'mag_2002_392308.txt-25-30', 'fic_2005_28065.txt-108-10']		4
bag	mag_2001_416301.txt-220-11	fic_2005_28065.txt-108-10	4.0	nf_1852_771569.txt-1631-28	2.0	fic_1988_780054.txt-731-6	3.0			['fic_2005_28065.txt-108-10', 'fic_1988_780054.txt-731-6', 'nf_1852_771569.txt-1631-28']		3
bag	fic_2007_52366.txt-849-7	fic_2005_28065.txt-108-10	2.0			fic_1851_746.txt-5047-7	4.0	mag_1835_565001.txt-70-21	3.0	['fic_1851_746.txt-5047-7', 'mag_1835_565001.txt-70-21', 'fic_2005_28065.txt-108-10']		3
bag	news_2004_661054.txt-33-17	mag_1984_432191.txt-53-10	3.0	news_1973_731044.txt-11-15	4.0			nf_1846_748061.txt-1629-50	2.0	['news_1973_731044.txt-11-15', 'mag_1984_432191.txt-53-10', 'nf_1846_748061.txt-1629-50']		3
bag	fic_1996_13983.txt-1222-1	fic_1851_746.txt-8848-1	1.0	mag_1835_554345.txt-434-24	3.0			fic_1821_8985.txt-298-12	4.0	['fic_1821_8985.txt-298-12', 'mag_1835_554345.txt-434-24', 'fic_1851_746.txt-8848-1']		3
bag	fic_2003_31346.txt-75-13	fic_1835_7133.txt-1898-36	4.0	fic_1836_7053.txt-4705-44	3.0	mag_2001_416301.txt-220-11	2.0			['fic_1835_7133.txt-1898-36', 'fic_1836_7053.txt-4705-44', 'mag_2001_416301.txt-220-11']		3
bag	fic_2005_28065.txt-108-10	fic_2007_52366.txt-849-7	2.0	nf_1834_755185.txt-797-5	3.0	mag_2001_416301.txt-220-11	4.0	mag_1835_554345.txt-434-24	1.0	['mag_2001_416301.txt-220-11', 'nf_1834_755185.txt-797-5', 'fic_2007_52366.txt-849-7', 'mag_1835_554345.txt-434-24']		4
