lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
voranstellen	mommsen_roemische02_1855-3318-24	26120215_1986_06_26_01_076.tcf.xml-12-12	2.0	brunner_rechtsgeschichte01_1887-6805-26	3.0	mohl_staatswissenschaften_1859-3439-65	4.0			['mohl_staatswissenschaften_1859-3439-65', 'brunner_rechtsgeschichte01_1887-6805-26', '26120215_1986_06_26_01_076.tcf.xml-12-12']		3
voranstellen	brandes_naturlehre03_1832-275-46	26120215_1958_11_26_01_176.tcf.xml-2-22	4.0	herbart_psychologie01_1824-1406-23	2.0			26120215_1968_10_20_01_467.tcf.xml-5-0	3.0	['26120215_1958_11_26_01_176.tcf.xml-2-22', '26120215_1968_10_20_01_467.tcf.xml-5-0', 'herbart_psychologie01_1824-1406-23']		3
voranstellen	vischer_aesthetik030205_1857-1487-14	2532889X_1949-01-26_01_074.tcf.xml-2-23	4.0	brunner_rechtsgeschichte02_1892-3469-24	3.0			26120215_1986_06_26_01_076.tcf.xml-12-12	2.0	['2532889X_1949-01-26_01_074.tcf.xml-2-23', 'brunner_rechtsgeschichte02_1892-3469-24', '26120215_1986_06_26_01_076.tcf.xml-12-12']		3
voranstellen	drude_pflanzengeographie_1890-1199-40	rumohr_forschungen01_1827-125-22	4.0	lehnert_seehaefen01_1891-2089-7	3.0	schauberg_freimaurerei03_1863-1785-51	1.0	brehm_thierleben06_1869-405-18	2.0	['rumohr_forschungen01_1827-125-22', 'lehnert_seehaefen01_1891-2089-7', 'brehm_thierleben06_1869-405-18', 'schauberg_freimaurerei03_1863-1785-51']		4
voranstellen	mommsen_roemische03_1856-1241-27	2532889X_1987-06-30_01_071.tcf.xml-17-31	2.0	26120215_1985_02_18_01_082.tcf.xml-5-26	1.0			26120215_1965_05_23_01_051.tcf.xml-1-16	3.0	['26120215_1965_05_23_01_051.tcf.xml-1-16', '2532889X_1987-06-30_01_071.tcf.xml-17-31', '26120215_1985_02_18_01_082.tcf.xml-5-26']		3
voranstellen	nn_badener056_1898-29-7	brunner_rechtsgeschichte02_1892-10933-13	3.0	26120215_1990_05_02_01_351.tcf.xml-3-3	2.0	ranke_reformation04_1843-3688-75	4.0			['ranke_reformation04_1843-3688-75', 'brunner_rechtsgeschichte02_1892-10933-13', '26120215_1990_05_02_01_351.tcf.xml-3-3']		3
voranstellen	vischer_aesthetik01_1846-413-12	brunner_rechtsgeschichte02_1892-10933-13	3.0	drude_pflanzengeographie_1890-3076-5	4.0			2532889X_1957-09-28_01_250.tcf.xml-7-11	2.0	['drude_pflanzengeographie_1890-3076-5', 'brunner_rechtsgeschichte02_1892-10933-13', '2532889X_1957-09-28_01_250.tcf.xml-7-11']		3
voranstellen	brehm_thierleben05_1869-324-28	nn_badener056_1898-29-7	2.0			rumohr_forschungen02_1827-153-106	4.0	ranke_reformation04_1843-3688-75	3.0	['rumohr_forschungen02_1827-153-106', 'ranke_reformation04_1843-3688-75', 'nn_badener056_1898-29-7']		3
voranstellen	herbart_psychologie01_1824-1406-23	carus_zoologie_1872-8562-20	4.0	brehm_thierleben05_1869-324-28	3.0	brandes_naturlehre03_1832-275-46	2.0			['carus_zoologie_1872-8562-20', 'brehm_thierleben05_1869-324-28', 'brandes_naturlehre03_1832-275-46']		3
voranstellen	robert_griechische_1881-1521-13	beck_eisen02_1895-15-9	2.0	26120215_1960_08_03_01_290.tcf.xml-58-43	4.0	steinen_naturvoelker_1894-3968-9	3.0			['26120215_1960_08_03_01_290.tcf.xml-58-43', 'steinen_naturvoelker_1894-3968-9', 'beck_eisen02_1895-15-9']		3
