identifier1	identifier2	annotator	judgment	comment	lemma
2532889X_1961-04-10_01_051.tcf.xml-4-2	2532889X_1964-11-23_01_007.tcf.xml-3-10	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	2532889X_1975-10-22_01_155.tcf.xml-2-23	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	2532889X_1975-11-24_01_038.tcf.xml-2-22	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	2532889X_1980-05-10_01_109.tcf.xml-5-7	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	2532889X_1981-02-14_01_071.tcf.xml-7-20	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	2532889X_1981-03-17_01_086.tcf.xml-42-16	inferred	0	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	2532889X_1987-11-30_01_052.tcf.xml-106-18	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	26120215_1961_08_10_01_204.tcf.xml-26-15	inferred	0	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	26120215_1966_10_16_01_006.tcf.xml-38-16	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	26120215_1967_06_18_01_186.tcf.xml-2-9	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	26120215_1973_08_22_01_144.tcf.xml-17-18	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	26120215_1978_11_27_01_139.tcf.xml-13-12	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	26120215_1979_01_09_01_052.tcf.xml-67-14	inferred	0	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	beck_eisen01_1884-5529-19	inferred	0	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	beck_eisen04_1899-5268-44	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	burckhardt_cicerone_1855-1498-18	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	lehnert_seehaefen01_1891-6505-33	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	ludwig_himmel_1856-3855-12	inferred	0	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	muellner_kaliber_1829-736-4	inferred	0	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	rosegger_waldschulmeister_1875-504-12	inferred	0	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	rosenkranz_aesthetik_1853-1698-0	inferred	0	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	siemens_telegraphie_1866-270-10	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	vischer_aesthetik030201_1852-1464-19	inferred	1	 	überspannen
2532889X_1961-04-10_01_051.tcf.xml-4-2	wackernagel_poetik_1873-3635-58	inferred	0	 	überspannen
2532889X_1964-11-23_01_007.tcf.xml-3-10	2532889X_1975-10-22_01_155.tcf.xml-2-23	inferred	1	 	überspannen
2532889X_1964-11-23_01_007.tcf.xml-3-10	2532889X_1975-11-24_01_038.tcf.xml-2-22	inferred	1	 	überspannen
