identifier	lemma	identifier_sense	comment	annotator
26120215_1956_02_29_01_004.tcf.xml-18-6	packen	sense4	 	annotatorA
bauer_buehnenleben_1871-3550-8	packen	sense4	 	annotatorA
26120215_1971_07_04_01_404.tcf.xml-16-15	packen	sense1	 	annotatorA
2532889X_1970-09-19_01_372.tcf.xml-194-5	packen	sense4	 	annotatorA
2532889X_1947-03-08_01_058.tcf.xml-22-1	packen	sense3	 	annotatorA
2532889X_1980-09-06_01_222.tcf.xml-8-11	packen	sense1	 	annotatorA
2532889X_1947-07-22_01_135.tcf.xml-13-2	packen	None	das ist “auspacken”	annotatorA
humboldt_aequinoktial04_1859-1694-22	packen	sense3	 	annotatorA
stifter_nachsommer02_1857-1294-2	packen	sense4	 	annotatorA
laube_europa0102_1833-494-21	packen	sense4	 	annotatorA
2532889X_1965-12-14_01_170.tcf.xml-69-10	packen	sense3	metaphorisch	annotatorA
keller_sinngedicht_1882-2950-36	packen	sense4	 	annotatorA
26120215_1965_04_09_01_070.tcf.xml-13-6	packen	sense1	 	annotatorA
treitschke_geschichte04_1889-2227-4	packen	sense4	 	annotatorA
fouque_magie_1812-910-8	packen	sense4	 	annotatorA
2532889X_1971-02-04_01_156.tcf.xml-10-38	packen	sense4	 	annotatorA
grimm_maerchen01_1843-2930-41	packen	sense3	 	annotatorA
raabe_sperlingsgasse_1857-988-13	packen	sense3	 	annotatorA
26120215_1951_10_11_01_176.tcf.xml-12-11	packen	sense3	 	annotatorA
beck_eisen02_1895-7571-1	packen	sense3	 	annotatorA
2532889X_1959-06-24_01_096.tcf.xml-61-1	packen	sense4	 	annotatorA
26120215_1953_03_22_01_033.tcf.xml-48-1	packen	sense4	 	annotatorA
2532889X_1957-10-25_01_016.tcf.xml-7-30	packen	sense4	 	annotatorA
2532889X_1973-05-26_01_177.tcf.xml-23-91	packen	sense1	 	annotatorA
2532889X_1968-09-30_01_074.tcf.xml-75-0	packen	sense1	 	annotatorA
grimm_maerchen01_1850-4604-25	packen	sense3	 	annotatorA
brehm_thierleben01_1864-5964-17	packen	sense3	 	annotatorA
stifter_steine02_1853-1226-12	packen	sense4	 	annotatorA
2532889X_1971-02-01_01_131.tcf.xml-11-1	packen	sense3	 	annotatorA
engel_poetik_1806-2198-5	packen	sense3	“anpacken”	annotatorA
rosenkranz_aesthetik_1853-1058-32	packen	sense0	 	annotatorA
storm_schimmelreiter_1888-190-7	packen	sense3	 	annotatorA
26120215_1972_10_05_01_152.tcf.xml-4-16	packen	None	“abgepackt”?	annotatorA
2532889X_1967-02-26_01_030.tcf.xml-16-11	packen	None	“zupacken”	annotatorA
grimm_maerchen01_1819-518-8	packen	sense3	 	annotatorA
arnim_wunderhorn01_1806-826-9	packen	None	“anpacken”	annotatorA
pocci_komoedienbuechlein04_1871-646-2	packen	sense3	 	annotatorA
2532889X_1959-03-25_01_085.tcf.xml-14-5	packen	sense4	 	annotatorA
26120215_1963_02_26_01_038.tcf.xml-2-15	packen	None	“anpacken”	annotatorA
freud_hysterie_1895-2374-18	packen	sense3	 	annotatorA
2532889X_1966-07-31_01_255.tcf.xml-18-1	packen	sense3	 	annotatorA
conradi_adam_1889-6908-36	packen	sense3	 	annotatorA
grimm_maerchen02_1843-2534-14	packen	sense3	 	annotatorA
26120215_1988_08_08_01_113.tcf.xml-13-2	packen	None	“zupacken”	annotatorA
grimm_maerchen02_1850-3493-14	packen	sense3	 	annotatorA
erbkam_tagebuch01_1842-2710-1	packen	sense4	 	annotatorA
schwab_sagen01_1838-2542-7	packen	sense3	 	annotatorA
26120215_1952_09_26_01_041.tcf.xml-3-1	packen	sense3	 	annotatorA
2532889X_1968-12-30_01_144.tcf.xml-1-3	packen	None	“anpacken”	annotatorA
2532889X_1951-12-20_01_089.tcf.xml-1-62	packen	sense4	 	annotatorA
26120215_1956_02_29_01_004.tcf.xml-18-6	packen	sense0	 	annotatorB
bauer_buehnenleben_1871-3550-8	packen	sense4	 	annotatorB
26120215_1971_07_04_01_404.tcf.xml-16-15	packen	sense1	 	annotatorB
2532889X_1970-09-19_01_372.tcf.xml-194-5	packen	sense2	 	annotatorB
2532889X_1947-03-08_01_058.tcf.xml-22-1	packen	sense3	 	annotatorB
2532889X_1980-09-06_01_222.tcf.xml-8-11	packen	sense1	 	annotatorB
2532889X_1947-07-22_01_135.tcf.xml-13-2	packen	sense4	 	annotatorB
humboldt_aequinoktial04_1859-1694-22	packen	sense3	 	annotatorB
stifter_nachsommer02_1857-1294-2	packen	sense4	 	annotatorB
laube_europa0102_1833-494-21	packen	sense4	 	annotatorB
2532889X_1965-12-14_01_170.tcf.xml-69-10	packen	sense1	 	annotatorB
keller_sinngedicht_1882-2950-36	packen	sense4	 	annotatorB
26120215_1965_04_09_01_070.tcf.xml-13-6	packen	sense1	 	annotatorB
treitschke_geschichte04_1889-2227-4	packen	sense4	 	annotatorB
fouque_magie_1812-910-8	packen	sense4	 	annotatorB
2532889X_1971-02-04_01_156.tcf.xml-10-38	packen	sense4	 	annotatorB
grimm_maerchen01_1843-2930-41	packen	sense3	 	annotatorB
raabe_sperlingsgasse_1857-988-13	packen	sense1	 	annotatorB
26120215_1951_10_11_01_176.tcf.xml-12-11	packen	sense3	 	annotatorB
beck_eisen02_1895-7571-1	packen	sense3	 	annotatorB
2532889X_1959-06-24_01_096.tcf.xml-61-1	packen	sense4	 	annotatorB
26120215_1953_03_22_01_033.tcf.xml-48-1	packen	sense4	 	annotatorB
2532889X_1957-10-25_01_016.tcf.xml-7-30	packen	sense4	 	annotatorB
2532889X_1973-05-26_01_177.tcf.xml-23-91	packen	sense1	 	annotatorB
2532889X_1968-09-30_01_074.tcf.xml-75-0	packen	sense1	 	annotatorB
grimm_maerchen01_1850-4604-25	packen	sense3	 	annotatorB
brehm_thierleben01_1864-5964-17	packen	sense3	 	annotatorB
stifter_steine02_1853-1226-12	packen	sense4	 	annotatorB
2532889X_1971-02-01_01_131.tcf.xml-11-1	packen	sense0	 	annotatorB
engel_poetik_1806-2198-5	packen	sense3	 	annotatorB
rosenkranz_aesthetik_1853-1058-32	packen	sense1	 	annotatorB
storm_schimmelreiter_1888-190-7	packen	sense3	 	annotatorB
26120215_1972_10_05_01_152.tcf.xml-4-16	packen	sense4	 	annotatorB
2532889X_1967-02-26_01_030.tcf.xml-16-11	packen	sense0	 	annotatorB
grimm_maerchen01_1819-518-8	packen	sense3	 	annotatorB
arnim_wunderhorn01_1806-826-9	packen	sense3	 	annotatorB
pocci_komoedienbuechlein04_1871-646-2	packen	sense3	 	annotatorB
2532889X_1959-03-25_01_085.tcf.xml-14-5	packen	sense4	 	annotatorB
26120215_1963_02_26_01_038.tcf.xml-2-15	packen	sense0	 	annotatorB
freud_hysterie_1895-2374-18	packen	sense3	 	annotatorB
2532889X_1966-07-31_01_255.tcf.xml-18-1	packen	sense3	 	annotatorB
conradi_adam_1889-6908-36	packen	sense3	 	annotatorB
grimm_maerchen02_1843-2534-14	packen	sense3	 	annotatorB
26120215_1988_08_08_01_113.tcf.xml-13-2	packen	sense0	 	annotatorB
grimm_maerchen02_1850-3493-14	packen	sense3	 	annotatorB
erbkam_tagebuch01_1842-2710-1	packen	sense4	 	annotatorB
schwab_sagen01_1838-2542-7	packen	sense3	 	annotatorB
26120215_1952_09_26_01_041.tcf.xml-3-1	packen	sense3	 	annotatorB
2532889X_1968-12-30_01_144.tcf.xml-1-3	packen	sense0	 	annotatorB
2532889X_1951-12-20_01_089.tcf.xml-1-62	packen	sense4	 	annotatorB
26120215_1956_02_29_01_004.tcf.xml-18-6	packen	sense3	 	annotatorC
bauer_buehnenleben_1871-3550-8	packen	sense2	 	annotatorC
26120215_1971_07_04_01_404.tcf.xml-16-15	packen	sense1	 	annotatorC
2532889X_1970-09-19_01_372.tcf.xml-194-5	packen	sense0	 	annotatorC
2532889X_1947-03-08_01_058.tcf.xml-22-1	packen	sense3	 	annotatorC
2532889X_1980-09-06_01_222.tcf.xml-8-11	packen	sense1	 	annotatorC
2532889X_1947-07-22_01_135.tcf.xml-13-2	packen	sense0	 	annotatorC
humboldt_aequinoktial04_1859-1694-22	packen	sense3	 	annotatorC
stifter_nachsommer02_1857-1294-2	packen	sense4	 	annotatorC
laube_europa0102_1833-494-21	packen	sense4	 	annotatorC
2532889X_1965-12-14_01_170.tcf.xml-69-10	packen	sense0	 	annotatorC
keller_sinngedicht_1882-2950-36	packen	sense4	 	annotatorC
26120215_1965_04_09_01_070.tcf.xml-13-6	packen	sense1	 	annotatorC
treitschke_geschichte04_1889-2227-4	packen	sense4	 	annotatorC
fouque_magie_1812-910-8	packen	sense4	 	annotatorC
2532889X_1971-02-04_01_156.tcf.xml-10-38	packen	sense4	 	annotatorC
grimm_maerchen01_1843-2930-41	packen	sense3	 	annotatorC
raabe_sperlingsgasse_1857-988-13	packen	sense0	 	annotatorC
26120215_1951_10_11_01_176.tcf.xml-12-11	packen	sense3	 	annotatorC
beck_eisen02_1895-7571-1	packen	sense3	 	annotatorC
2532889X_1959-06-24_01_096.tcf.xml-61-1	packen	sense4	 	annotatorC
26120215_1953_03_22_01_033.tcf.xml-48-1	packen	sense0	 	annotatorC
2532889X_1957-10-25_01_016.tcf.xml-7-30	packen	sense0	 	annotatorC
2532889X_1973-05-26_01_177.tcf.xml-23-91	packen	sense1	 	annotatorC
2532889X_1968-09-30_01_074.tcf.xml-75-0	packen	sense1	 	annotatorC
grimm_maerchen01_1850-4604-25	packen	sense3	 	annotatorC
brehm_thierleben01_1864-5964-17	packen	sense3	 	annotatorC
stifter_steine02_1853-1226-12	packen	sense4	 	annotatorC
2532889X_1971-02-01_01_131.tcf.xml-11-1	packen	sense0	 	annotatorC
engel_poetik_1806-2198-5	packen	sense1	 	annotatorC
rosenkranz_aesthetik_1853-1058-32	packen	sense1	 	annotatorC
storm_schimmelreiter_1888-190-7	packen	sense3	 	annotatorC
26120215_1972_10_05_01_152.tcf.xml-4-16	packen	sense4	 	annotatorC
2532889X_1967-02-26_01_030.tcf.xml-16-11	packen	sense0	 	annotatorC
grimm_maerchen01_1819-518-8	packen	sense3	 	annotatorC
arnim_wunderhorn01_1806-826-9	packen	sense3	 	annotatorC
pocci_komoedienbuechlein04_1871-646-2	packen	sense3	 	annotatorC
2532889X_1959-03-25_01_085.tcf.xml-14-5	packen	sense4	 	annotatorC
26120215_1963_02_26_01_038.tcf.xml-2-15	packen	sense0	 	annotatorC
freud_hysterie_1895-2374-18	packen	sense3	 	annotatorC
2532889X_1966-07-31_01_255.tcf.xml-18-1	packen	sense3	 	annotatorC
conradi_adam_1889-6908-36	packen	sense3	 	annotatorC
grimm_maerchen02_1843-2534-14	packen	sense3	 	annotatorC
26120215_1988_08_08_01_113.tcf.xml-13-2	packen	sense0	 	annotatorC
grimm_maerchen02_1850-3493-14	packen	sense3	 	annotatorC
erbkam_tagebuch01_1842-2710-1	packen	sense4	 	annotatorC
schwab_sagen01_1838-2542-7	packen	sense3	 	annotatorC
26120215_1952_09_26_01_041.tcf.xml-3-1	packen	sense3	 	annotatorC
2532889X_1968-12-30_01_144.tcf.xml-1-3	packen	sense0	 	annotatorC
2532889X_1951-12-20_01_089.tcf.xml-1-62	packen	None	Aus dem Text geht nicht hervor, was die Kinder packten	annotatorC
