lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
Eintagsfliege	boelsche_liebesleben01_1898-5496-26	boelsche_liebesleben01_1898-812-6	4.0	klingemann_nachtwachen_1805-282-16	3.0			2532889X_1976-02-21_01_190.tcf.xml-68-4	2.0	['boelsche_liebesleben01_1898-812-6', 'klingemann_nachtwachen_1805-282-16', '2532889X_1976-02-21_01_190.tcf.xml-68-4']		3
Eintagsfliege	klingemann_nachtwachen_1805-282-16	26120215_1958_10_12_02_032.tcf.xml-17-11	2.0	brehm_thierleben04_1867-16496-18	3.0	frapan_fluegel_1895-2258-4	4.0			['frapan_fluegel_1895-2258-4', 'brehm_thierleben04_1867-16496-18', '26120215_1958_10_12_02_032.tcf.xml-17-11']		3
Eintagsfliege	vogt_briefe02_1851-7012-403	26120215_1958_08_22_01_035.tcf.xml-24-6	2.0	brehm_thierleben01_1864-5014-20	3.0	brehm_thierleben06_1869-8739-2	4.0			['brehm_thierleben06_1869-8739-2', 'brehm_thierleben01_1864-5014-20', '26120215_1958_08_22_01_035.tcf.xml-24-6']		3
Eintagsfliege	brehm_thierleben01_1864-5014-20	vogt_briefe02_1851-7012-403	3.0			klingemann_nachtwachen_1805-282-16	2.0	brehm_thierleben06_1869-8354-10	4.0	['brehm_thierleben06_1869-8354-10', 'vogt_briefe02_1851-7012-403', 'klingemann_nachtwachen_1805-282-16']		3
Eintagsfliege	brehm_thierleben06_1869-8354-10	brehm_thierleben01_1864-5014-20	4.0	26120215_1958_03_23_02_273.tcf.xml-33-4	2.0	vogt_briefe01_1851-6793-2	3.0			['brehm_thierleben01_1864-5014-20', 'vogt_briefe01_1851-6793-2', '26120215_1958_03_23_02_273.tcf.xml-33-4']		3
Eintagsfliege	brehm_thierleben06_1869-14181-31	brehm_thierleben06_1869-14178-45	4.0			menzel_literatur02_1828-2676-11	3.0	26120215_1958_08_22_01_035.tcf.xml-24-6	2.0	['brehm_thierleben06_1869-14178-45', 'menzel_literatur02_1828-2676-11', '26120215_1958_08_22_01_035.tcf.xml-24-6']		3
Eintagsfliege	boelsche_liebesleben01_1898-4974-11	vogt_briefe01_1851-7389-2	3.0	eschstruth_katz_1886-1249-3	4.0			26120215_1984_02_02_01_262.tcf.xml-14-7	2.0	['eschstruth_katz_1886-1249-3', 'vogt_briefe01_1851-7389-2', '26120215_1984_02_02_01_262.tcf.xml-14-7']		3
Eintagsfliege	boelsche_liebesleben01_1898-301-6			26120215_1958_08_22_01_035.tcf.xml-24-6	2.0	vogt_briefe02_1851-6076-26	4.0	boelsche_liebesleben01_1898-2165-7	3.0	['vogt_briefe02_1851-6076-26', 'boelsche_liebesleben01_1898-2165-7', '26120215_1958_08_22_01_035.tcf.xml-24-6']		3
Eintagsfliege	boelsche_liebesleben01_1898-521-1	boelsche_liebesleben01_1898-751-41	4.0	vogt_briefe01_1851-6608-2	3.0			2532889X_1970-06-23_01_052.tcf.xml-8-18	2.0	['boelsche_liebesleben01_1898-751-41', 'vogt_briefe01_1851-6608-2', '2532889X_1970-06-23_01_052.tcf.xml-8-18']		3
Eintagsfliege	brehm_thierleben06_1869-25509-3	loehe_neuendettelsau_1870-1203-26	2.0	boelsche_liebesleben01_1898-480-12	4.0	boelsche_liebesleben01_1898-2165-7	3.0			['boelsche_liebesleben01_1898-480-12', 'boelsche_liebesleben01_1898-2165-7', 'loehe_neuendettelsau_1870-1203-26']		3
