lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment
attack	fic_1824_7211.txt-3045-8	fic_1856_2470.txt-7252-13	, which should be the signal of an attack having been made there.	commenced the life of a pioneer, and that, in a night attack, his cabin had been burned, his wife killed, and his son carried away by the savages.	35:41	54:60	4.0
attack	fic_1824_7211.txt-3045-8	mag_1828_553929.txt-364-34	, which should be the signal of an attack having been made there.	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	35:41	176:182	3.0
attack	fic_1824_7211.txt-3045-8	mag_1854_555935.txt-131-30	, which should be the signal of an attack having been made there.	18* // The development of Comte's system, after the outlines of it had been completed in his own mind, was delayed, in 1826, by an attack of mental disease, from which, if it had been left to take its own course, he thinks he should have speedily recovered.	35:41	131:137	4.0
attack	fic_1824_7212.txt-597-16	fic_1844_3928.txt-3118-8	Many of our men immediately fled; but the greater number rushed on to the intended attack. "	yelled the populace, but they made no attack.	83:89	38:44	4.0
attack	fic_1824_7212.txt-597-16	mag_1828_553929.txt-364-34	Many of our men immediately fled; but the greater number rushed on to the intended attack. "	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	83:89	176:182	2.6666666666666665
attack	fic_1827_2832.txt-890-31	news_1967_726451.txt-39-2	La Tour resolved to avenge these repeated insults; and, hearing that the fort at Penobscot was at that time weakly defended, he made immediate preparations to commence an attack on it.	Faisal under attack With the exception of heavy Algerian and Sudanese involvement, the degree of other Arab militancy drops rapidly in direct proportion to distance from Israel.	171:177	13:19	4.0
attack	fic_1827_2832.txt-890-31	news_1991_612479.txt-40-20	La Tour resolved to avenge these repeated insults; and, hearing that the fort at Penobscot was at that time weakly defended, he made immediate preparations to commence an attack on it.	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	171:177	123:130	3.0
attack	fic_1827_9759.txt-3739-20	fic_1838_7086.txt-2732-33	I talked as if her agency was already ascertained, and the feelings she betrayed at this abrupt and unaware attack, confirmed my suspicions.	being protected by the batteries of New-York, Governor's Island, and Red Hook; that, on the arrival of their fleet through the Sound, instead of making a direct attack on New-York, they should land at Kingsbridge, and take up a position across the island of New-York, cut off all communication with the mainland, and, blockading General Washington by land and water, compel him to capitulate on their own terms. "	108:114	161:167	3.5
attack	fic_1827_9759.txt-3739-20	fic_1982_780070.txt-3698-5	I talked as if her agency was already ascertained, and the feelings she betrayed at this abrupt and unaware attack, confirmed my suspicions.	I would have a sudden attack of swooning feminine weakness.	108:114	22:28	2.5
attack	fic_1827_9759.txt-3739-20	mag_1828_553929.txt-364-34	I talked as if her agency was already ascertained, and the feelings she betrayed at this abrupt and unaware attack, confirmed my suspicions.	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	108:114	176:182	4.0
attack	fic_1831_7210.txt-1507-8	fic_1856_2470.txt-7252-13	If it be such as will warrant an attack, I am seized with a strong desire to carry it, either by surprise or by storm.	commenced the life of a pioneer, and that, in a night attack, his cabin had been burned, his wife killed, and his son carried away by the savages.	33:39	54:60	4.0
attack	fic_1831_7210.txt-1507-8	fic_1968_781997.txt-4233-2	If it be such as will warrant an attack, I am seized with a strong desire to carry it, either by surprise or by storm.	The dreadful attack upon Crystal Knox had been the more dramatic aspect of it; but the fact that, even after that warning, Ted had actually been about to let himself be dragged into the vortex of the so-called " Peace Party " movement was, in Ceil's mind, far more fundamental and frightening	33:39	13:19	4.0
attack	fic_1831_7210.txt-1507-8	mag_1828_553929.txt-364-34	If it be such as will warrant an attack, I am seized with a strong desire to carry it, either by surprise or by storm.	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	33:39	176:182	3.5
attack	fic_1831_7210.txt-1507-8	news_1989_669714.txt-32-21	If it be such as will warrant an attack, I am seized with a strong desire to carry it, either by surprise or by storm.	' Some US officials are also angered by what they suspect is Assad ' s quiet encouragement of the attempted cross-border attacks from southern Lebanon into Israel.	33:39	121:128	4.0
attack	fic_1833_7239.txt-1694-15	fic_1838_7086.txt-2732-33	cried his antagonist, following him and standing over him, ready to renew the attack if he stirred with an evil purpose.	being protected by the batteries of New-York, Governor's Island, and Red Hook; that, on the arrival of their fleet through the Sound, instead of making a direct attack on New-York, they should land at Kingsbridge, and take up a position across the island of New-York, cut off all communication with the mainland, and, blockading General Washington by land and water, compel him to capitulate on their own terms. "	78:84	161:167	4.0
attack	fic_1833_7239.txt-1694-15	mag_1846_555400.txt-243-7	cried his antagonist, following him and standing over him, ready to renew the attack if he stirred with an evil purpose.	Ridicule is, of all modes of attack, that least readily forgiven, particularly when directed by an inferior.	78:84	29:35	3.0
attack	fic_1833_7239.txt-1694-15	news_1991_612479.txt-40-20	cried his antagonist, following him and standing over him, ready to renew the attack if he stirred with an evil purpose.	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	78:84	123:130	3.0
attack	fic_1833_7239.txt-1694-15	news_2001_661977.txt-17-13	cried his antagonist, following him and standing over him, ready to renew the attack if he stirred with an evil purpose.	For nearly 16 years, Alabama's AIDS segregation policy was under legal attack by the American Civil Liberties Union and other groups.	78:84	71:77	2.0
attack	fic_1833_7239.txt-1694-15	nf_1840_768793.txt-1045-33	cried his antagonist, following him and standing over him, ready to renew the attack if he stirred with an evil purpose.	Though Kemp declares here that his " imployment for the pageant was utterly spent, " yet Anthony furnished the city shows for 1605, 1611, and (in spite of an attack made on him by Middleton in 1613 -- see my ed.	78:84	158:164	4.0
attack	fic_1833_7239.txt-1694-15	nf_1845_747928.txt-826-66	cried his antagonist, following him and standing over him, ready to renew the attack if he stirred with an evil purpose.	Such are some of the disadvantages of a light sandy soil; and, in thoroughly examining many of the fruit gardens of the middle states the last few seasons, we could not fail to be struck with the fact that in nine cases out of ten, where a variety of fruit was unusually liable to disease, to blight, or to the attacks of	78:84	311:318	2.0
attack	fic_1834_2652.txt-2410-34	mag_1828_553929.txt-364-34	assertion when we say, that, had his sympathies been at all enlisted with the assailing party, the sarcasm of its leader would have hurried him into the very first rank of attack.	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	172:178	176:182	2.5
attack	fic_1834_2652.txt-2410-34	news_1982_671107.txt-19-96	assertion when we say, that, had his sympathies been at all enlisted with the assailing party, the sarcasm of its leader would have hurried him into the very first rank of attack.	We believe that the United States should pursue, on an urgent basis, serious strategic arms control negotiations consistent with the maintenance of overall parity with the Soviet Union, including, to the fullest extent possible: // - A mutual and verifiable freeze on the testing, production, and deployment of nuclear warheads, missiles and other delivery systems; // - Major, mutual, balanced and verifiable reductions of nuclear forces to lower equivalent levels, with special attention to destabilizing weapons that are vulnerable to or capable of preemptive attack; // - Strict adherence by both sides to all arms control agreements negotiated to date; // - Measures to prevent the use of nuclear weapons by each superpower, such as expanding political and technical mechanisms to reduce the risk of war by accident or miscalculation, including hot lines among nuclear weapons states and joint United States/Soviet stations to enhance the command and control of nuclear weapons systems; // - Systematic multilateral efforts, both political and technical, to restrain the reckless commerce in sensitive	172:178	563:569	4.0
attack	fic_1834_2652.txt-5065-36	mag_1828_553929.txt-364-34	You assured me that old Snell and his two sons were the whole force that he carried, while I find two stout, able-bodied men besides, all well armed, and ready for the attack.	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	168:174	176:182	2.75
attack	fic_1834_2652.txt-5065-36	mag_1845_555245.txt-299-1	You assured me that old Snell and his two sons were the whole force that he carried, while I find two stout, able-bodied men besides, all well armed, and ready for the attack.	The attack of the Boston Teachers upon the Board of Education and its Secretary has failed, - signally and disgracefully failed.	168:174	4:10	3.0
attack	fic_1835_7016.txt-2023-9	fic_1838_7086.txt-2732-33	As the stranger fell to the earth under an attack so impetuous and unexpected, he uttered an exclamation in which Juan recognized the language of Mexico.	being protected by the batteries of New-York, Governor's Island, and Red Hook; that, on the arrival of their fleet through the Sound, instead of making a direct attack on New-York, they should land at Kingsbridge, and take up a position across the island of New-York, cut off all communication with the mainland, and, blockading General Washington by land and water, compel him to capitulate on their own terms. "	43:49	161:167	3.75
attack	fic_1835_7016.txt-2023-9	mag_1846_555400.txt-243-7	As the stranger fell to the earth under an attack so impetuous and unexpected, he uttered an exclamation in which Juan recognized the language of Mexico.	Ridicule is, of all modes of attack, that least readily forgiven, particularly when directed by an inferior.	43:49	29:35	3.0
attack	fic_1835_7016.txt-2023-9	news_1991_612479.txt-40-20	As the stranger fell to the earth under an attack so impetuous and unexpected, he uttered an exclamation in which Juan recognized the language of Mexico.	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	43:49	123:130	3.0
attack	fic_1835_7134.txt-2235-79	mag_1828_553929.txt-364-34	A day was appointed, but being unacquainted with the art of writing, or the use of numbers, the period was designated by a bundle of sticks, every stick representing a day; each of the confederated chiefs prepared a bundle corresponding in number with those of his associates, one of which was to be burned daily; and the committing of the last to the flames, was to be the signal for the attack. "	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	389:395	176:182	2.6
attack	fic_1835_7134.txt-2235-79	mag_1845_555245.txt-299-1	A day was appointed, but being unacquainted with the art of writing, or the use of numbers, the period was designated by a bundle of sticks, every stick representing a day; each of the confederated chiefs prepared a bundle corresponding in number with those of his associates, one of which was to be burned daily; and the committing of the last to the flames, was to be the signal for the attack. "	The attack of the Boston Teachers upon the Board of Education and its Secretary has failed, - signally and disgracefully failed.	389:395	4:10	3.3333333333333335
attack	fic_1835_7142.txt-807-41	mag_1828_553929.txt-364-34	They were collected, when I came up to them, on a small knoll, or rocky hillock, on the very edge of the marsh, and were engaged in loud and wordy argument concerning the propriety of another attack upon the Frondeurs; which counsel was strenuously advocated by some, while others as violently demanded that they should wait the arrival of a reinforcement, which had been already summoned from Pont Mousson.	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	192:198	176:182	3.0
attack	fic_1835_7142.txt-807-41	mag_1845_555245.txt-299-1	They were collected, when I came up to them, on a small knoll, or rocky hillock, on the very edge of the marsh, and were engaged in loud and wordy argument concerning the propriety of another attack upon the Frondeurs; which counsel was strenuously advocated by some, while others as violently demanded that they should wait the arrival of a reinforcement, which had been already summoned from Pont Mousson.	The attack of the Boston Teachers upon the Board of Education and its Secretary has failed, - signally and disgracefully failed.	192:198	4:10	3.5
attack	fic_1835_7172.txt-6030-11	fic_1856_2470.txt-7252-13	Here they delayed a few minutes, as if expecting an attack; until finding that the object of their solicitude had safely crossed the field and plunged into the distant woods, they rode away at a rapid pace in the same direction.	commenced the life of a pioneer, and that, in a night attack, his cabin had been burned, his wife killed, and his son carried away by the savages.	52:58	54:60	4.0
attack	fic_1835_7172.txt-6030-11	mag_1828_553929.txt-364-34	Here they delayed a few minutes, as if expecting an attack; until finding that the object of their solicitude had safely crossed the field and plunged into the distant woods, they rode away at a rapid pace in the same direction.	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	52:58	176:182	3.0
attack	fic_1835_7309.txt-3267-10	fic_1845_7170.txt-4861-9	The colonel will therefore consider the order to stand the attack of the	A single instance of discipline sprang from a rude attack made by one of the larger boys, Consider Gisborne, on one whose helplessness appealed strongly to the teacher's sensibilities, Job Luce.	59:65	51:57	3.0
attack	fic_1835_7309.txt-3267-10	fic_1853_9142.txt-2686-17	The colonel will therefore consider the order to stand the attack of the	I have been in the country a little more than three months; and have had several attacks of the fever.	59:65	81:88	1.0
attack	fic_1835_7309.txt-3267-10	news_1991_612479.txt-40-20	The colonel will therefore consider the order to stand the attack of the	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	59:65	123:130	3.0
