lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment
attack	mag_1828_553929.txt-364-34	mag_1858_506134.txt-148-19	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	It was during the Captain's absence at headquarters that some of the traitor Arnold's soldiers made an attack on the mansion.	176:182	103:109
attack	news_1991_612479.txt-40-20	news_1968_727226.txt-22-9	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	Angry Businessman The scope of the Justide Department's attack on interlocking directorates is suggested by one of its targets last month, Paul C. Cabot.	123:130	56:62
attack	mag_1972_278489.txt-11-19	fic_2002_30623.txt-303-9	As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses.	" All I know is he had a heart attack.	97:104	31:37
attack	news_1965_724563.txt-1-1	mag_1972_278489.txt-11-19	political attack yesterday on Charles A. Buckley, who reH Isponded with a bitter attack on Senate Majority Leader! '	As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses.	10:16	97:104
attack	fic_1835_7016.txt-2023-9	mag_1846_555400.txt-243-7	As the stranger fell to the earth under an attack so impetuous and unexpected, he uttered an exclamation in which Juan recognized the language of Mexico.	Ridicule is, of all modes of attack, that least readily forgiven, particularly when directed by an inferior.	43:49	29:35
attack	news_1991_612479.txt-40-20	fic_1853_1170.txt-2289-22	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	I examined the boy's feet, and found them red, shining and tumefied, with other indications of a severe attack of chilblains. "	123:130	104:110
attack	news_1961_722130.txt-4-23	mag_1854_555935.txt-131-30	Referring to the recent mayoral campaign in New York City, the Republican leader accused the Democrats of " dema- ' gogic " attacks and " making a political football " out of rent control.	18* // The development of Comte's system, after the outlines of it had been completed in his own mind, was delayed, in 1826, by an attack of mental disease, from which, if it had been left to take its own course, he thinks he should have speedily recovered.	124:131	131:137
attack	fic_2009_36778.txt-461-18	fic_1838_7085.txt-2157-17	I didn't mean it to come out that harshly, but damn it, I felt under attack here.	" With the troops near Montreal, endeavouring to defend it and the surrounding country against any attacks of the colonists.	69:75	99:106
attack	fic_1846_7679.txt-262-9	fic_2000_29245.txt-31-12	Such there have been, who met the fierce attack, Rushed on opposing troops, and drove them trembling back.	At any rate, this poor old Mr. Chandler had a heart attack last night, that's all I know.	41:47	52:58
attack	nf_1829_751465.txt-2786-42	fic_2009_36778.txt-461-18	Among the cities granted to the latter Loxa was particularly specified, with a condition that he should immediately take command of it in person, for the council thought the favor he enjoyed with the Castilian monarchs might avert the threatened attack.	I didn't mean it to come out that harshly, but damn it, I felt under attack here.	246:252	69:75
attack	mag_1828_553929.txt-364-34	nf_1849_772497.txt-842-8	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	William, however, advanced immediately to the attack of the ambuscaders.	176:182	46:52
attack	mag_1828_553929.txt-364-34	news_2004_640221.txt-13-20	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	The Post also reported that dozens of women returning from war duty in Iraq have sought assistance because of alleged attacks by fellow soldiers while overseas.	176:182	118:125
attack	mag_1828_553929.txt-364-34	fic_1839_7024.txt-2377-9	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	I thought I had just awoke, after the attack which was made upon me by the assassin, when I was on my way to Mr. Marisett's house.	176:182	38:44
attack	fic_1853_9142.txt-2686-17	mag_2002_398773.txt-149-9	I have been in the country a little more than three months; and have had several attacks of the fever.	Active for Islam specially in light of the terrorist attacks of September 11, 2001, it's important to point out the deep ecological teachings inherent in Islam, and the very real onthe-ground projects that have developed from them.	81:88	53:60
attack	fic_1833_7239.txt-1694-15	mag_1846_555400.txt-243-7	cried his antagonist, following him and standing over him, ready to renew the attack if he stirred with an evil purpose.	Ridicule is, of all modes of attack, that least readily forgiven, particularly when directed by an inferior.	78:84	29:35
attack	mag_1828_553929.txt-364-34	fic_1988_780054.txt-2791-11	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	The formless couch was beginning to give me a sensory deprivation attack.	176:182	66:72
attack	news_1991_612479.txt-40-20	fic_1962_781986.txt-3553-2	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	When the attack came in the film or novel, it would be satisfying.	123:130	9:15
attack	fic_1982_780070.txt-3698-5	news_1984_670941.txt-14-43	I would have a sudden attack of swooning feminine weakness.	Some leaders, such as Jack Gravely, executive secretary of the Virginia branch of the National Association for the Advancement of Colored People, point out that Mr. Jackson, through his unwillingness in the primary season to compromise and his relentless attack on some party practices, has so changed the standards against which black political leadership is measured that things may never be the same.	22:28	255:261
attack	mag_1828_553929.txt-364-34	mag_1962_492071.txt-8-21	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	Develop an adequate passive defense in the form of shelters, civil-defense organizations, and means of rehabilitating the nation after attack.	176:182	135:141
attack	mag_1828_553929.txt-364-34	fic_1844_3928.txt-3118-8	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	yelled the populace, but they made no attack.	176:182	38:44
attack	mag_1828_553929.txt-364-34	nf_1841_762742.txt-1051-5	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	A In referring to this attack and the movements of general Wayne, Withers, in his " Chronicles of Border Warfare, " says: " Before the troops marched from fort Washington, it was deemed advisable to have an abundant supply of provisions in the different forts in advance of this, as well for the support of their respective garrisons, as for the subsistence of the general army, in the	176:182	23:29
attack	news_1966_725841.txt-34-33	news_1972_729986.txt-6-2	They feel the war in Vietnam could be concluded honorably if only the parties concerned accepted U Thant's three points, beginning with the first which calls for the suspension of air attacks on North Vietnam.	After its attack on President Nixon's foreign policy, the agency transmitted a straightforward	184:191	10:16
attack	fic_1993_25035.txt-820-7	mag_2005_379002.txt-22-10	" I understand she had a heart attack, " Regan said quietly. "	And yet, despite the frequency and deadliness of their attacks, almost nothing is known about individual bombers.	31:37	55:62
attack	mag_1823_553456.txt-249-22	news_1966_725841.txt-34-33	Schiller appears to have resigned his professorship, or at least to have suspended his attention to its duties, after the attack of illness above mentioned, although the fact is not precisely stated by the biographer, and was thus deprived of his ordinary means of living.	They feel the war in Vietnam could be concluded honorably if only the parties concerned accepted U Thant's three points, beginning with the first which calls for the suspension of air attacks on North Vietnam.	122:128	184:191
attack	mag_1972_278489.txt-11-19	fic_1993_25035.txt-820-7	As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses.	" I understand she had a heart attack, " Regan said quietly. "	97:104	31:37
attack	mag_1828_553929.txt-364-34	mag_1846_524014.txt-303-22	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	By obliging him to put his mortars on shore, and to transport them some distance overland, we so delay his attack that our troops may be concentrated in great force to oppose his onset.	176:182	107:113
attack	fic_1848_1279.txt-1511-47	mag_1972_278489.txt-11-19	It is rather a singular thing for a street musician to sing such songs as you do, and in such a manner, " -- then, after a pause, during which she did not volunteer any information on the subject, he renewed the attack, with, " You must have had some instruction.	As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses.	212:218	97:104
attack	mag_1854_555935.txt-131-30	fic_1844_800.txt-2479-17	18* // The development of Comte's system, after the outlines of it had been completed in his own mind, was delayed, in 1826, by an attack of mental disease, from which, if it had been left to take its own course, he thinks he should have speedily recovered.	I can not afford to be irritable and captious, nor to waste all my time in attacks.	131:137	75:82
attack	nf_1832_758144.txt-1353-3	mag_1828_553929.txt-364-34	In his first attack he used the arms, which in general have been considered as belonging to the other side of the question.	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	13:19	176:182
attack	mag_1981_322209.txt-3-7	news_1991_612479.txt-40-20	Mubarak ordered his government to launch an attack on the economic malaise that many analysts consider to be the main cause of the discontent that threatens his regime.	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	44:50	123:130
attack	mag_1828_553929.txt-364-34	fic_1838_7086.txt-2732-33	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	being protected by the batteries of New-York, Governor's Island, and Red Hook; that, on the arrival of their fleet through the Sound, instead of making a direct attack on New-York, they should land at Kingsbridge, and take up a position across the island of New-York, cut off all communication with the mainland, and, blockading General Washington by land and water, compel him to capitulate on their own terms. "	176:182	161:167
attack	mag_1828_553929.txt-364-34	fic_1986_782032.txt-5195-1	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	air attacks, destroying the radar there, though so far the Russians had not launched a ground attack as expected.	176:182	4:11
attack	news_1991_612479.txt-40-20	news_1965_724563.txt-1-1	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	political attack yesterday on Charles A. Buckley, who reH Isponded with a bitter attack on Senate Majority Leader! '	123:130	10:16
attack	news_1982_671107.txt-19-96	fic_1853_1170.txt-2289-22	We believe that the United States should pursue, on an urgent basis, serious strategic arms control negotiations consistent with the maintenance of overall parity with the Soviet Union, including, to the fullest extent possible: // - A mutual and verifiable freeze on the testing, production, and deployment of nuclear warheads, missiles and other delivery systems; // - Major, mutual, balanced and verifiable reductions of nuclear forces to lower equivalent levels, with special attention to destabilizing weapons that are vulnerable to or capable of preemptive attack; // - Strict adherence by both sides to all arms control agreements negotiated to date; // - Measures to prevent the use of nuclear weapons by each superpower, such as expanding political and technical mechanisms to reduce the risk of war by accident or miscalculation, including hot lines among nuclear weapons states and joint United States/Soviet stations to enhance the command and control of nuclear weapons systems; // - Systematic multilateral efforts, both political and technical, to restrain the reckless commerce in sensitive	I examined the boy's feet, and found them red, shining and tumefied, with other indications of a severe attack of chilblains. "	563:569	104:110
attack	mag_1972_278489.txt-11-19	fic_2002_30623.txt-303-9	As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses.	" All I know is he had a heart attack.	97:104	31:37
attack	mag_1828_553929.txt-364-34	mag_1970_315464.txt-8-1	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	The attack that really lent urgency to Lon Nol's requests for outside military aid (see THE NATION) was a show of Communist power and Cambodian impotence at Saang, a handsome French provincial town only 15 miles south of Phnom-Penh on the west bank of the Bassac River.	176:182	4:10
attack	mag_1828_553929.txt-364-34	mag_1832_564345.txt-180-28	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	In a merely military point of view, this is sufficiently proper; for it can not be supposed that either grammar or Latin is necessary to the attack and defence of fortified places, or that the graces of composition are necessary to the art of castrametation.	176:182	141:147
attack	news_1989_669714.txt-32-21	news_1991_612479.txt-40-20	' Some US officials are also angered by what they suspect is Assad ' s quiet encouragement of the attempted cross-border attacks from southern Lebanon into Israel.	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	121:128	123:130
attack	mag_1828_553929.txt-364-34	fic_1853_2486.txt-330-33	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	, like the rest of the building, were rendered, by their thickness, bullet proof -- so that when closed and bolted, the house was capable of withstanding an ordinary attack of the Indians.	176:182	166:172
attack	mag_1828_553929.txt-364-34	nf_1844_749098.txt-536-37	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	on either side, crowned most commonly by dense and intricate masses of forest, through which and without a guide, our little army was compelled to pass, -- presented opportunities for frequent ambush and attack, in which, very inferior forces, if properly commanded, might, with little danger to themselves, overwhelm and utterly destroy an advancing enemy.	176:182	204:210
attack	mag_1982_490856.txt-85-5	news_1966_725841.txt-34-33	When I had my heart attack, in Cambridge, two years ago, my lease was up, and I told Mr. Braun I didn't know whether I'd be coming hack, but he held the place for me without a lease, and he didn't raise the rent. "	They feel the war in Vietnam could be concluded honorably if only the parties concerned accepted U Thant's three points, beginning with the first which calls for the suspension of air attacks on North Vietnam.	20:26	184:191
attack	mag_1828_553929.txt-364-34	mag_1854_555935.txt-131-30	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	18* // The development of Comte's system, after the outlines of it had been completed in his own mind, was delayed, in 1826, by an attack of mental disease, from which, if it had been left to take its own course, he thinks he should have speedily recovered.	176:182	131:137
attack	mag_1828_553929.txt-364-34	fic_1988_780054.txt-2791-11	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	The formless couch was beginning to give me a sensory deprivation attack.	176:182	66:72
attack	fic_1845_7170.txt-4861-9	fic_1993_25035.txt-820-7	A single instance of discipline sprang from a rude attack made by one of the larger boys, Consider Gisborne, on one whose helplessness appealed strongly to the teacher's sensibilities, Job Luce.	" I understand she had a heart attack, " Regan said quietly. "	51:57	31:37
attack	mag_1828_553929.txt-364-34	nf_1859_747415.txt-25-18	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	The defences of our common Christianity have been compelled into new dispositions, by the altered methods of attack employed by adversaries.	176:182	109:115
attack	mag_1828_553929.txt-364-34	mag_1849_525337.txt-118-18	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	Mr. Calhoun has replied to Mr. Benton's attack upon him, and the reply, like the attack, is tedious and minute To the ears of our Northern readers, the report of this distant cannonading sounds very faint and far, and it is probable that few of them will have the leisure or the patience to wade through the periods of Mr. Calhoun's reply.	176:182	81:87
attack	mag_1828_553929.txt-364-34	mag_1846_524014.txt-303-22	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	By obliging him to put his mortars on shore, and to transport them some distance overland, we so delay his attack that our troops may be concentrated in great force to oppose his onset.	176:182	107:113
attack	mag_1823_553456.txt-249-22	news_1966_725841.txt-34-33	Schiller appears to have resigned his professorship, or at least to have suspended his attention to its duties, after the attack of illness above mentioned, although the fact is not precisely stated by the biographer, and was thus deprived of his ordinary means of living.	They feel the war in Vietnam could be concluded honorably if only the parties concerned accepted U Thant's three points, beginning with the first which calls for the suspension of air attacks on North Vietnam.	122:128	184:191
attack	fic_1848_7009.txt-1181-32	mag_2007_387325.txt-12-20	I gathered from him enough to convince me that my fears, which I have already spoken of, were true; and as I afterwards heard the facts of that fatal attack, I will here relate them to you. "	At our clinic, and at other top heart clinics across the country, our patients almost never have heart attacks, " Agatston says. "	150:156	103:110
attack	mag_1828_553929.txt-364-34	fic_1835_7134.txt-2235-79	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	A day was appointed, but being unacquainted with the art of writing, or the use of numbers, the period was designated by a bundle of sticks, every stick representing a day; each of the confederated chiefs prepared a bundle corresponding in number with those of his associates, one of which was to be burned daily; and the committing of the last to the flames, was to be the signal for the attack. "	176:182	389:395
attack	mag_1828_553929.txt-364-34	news_1967_726451.txt-39-2	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	Faisal under attack With the exception of heavy Algerian and Sudanese involvement, the degree of other Arab militancy drops rapidly in direct proportion to distance from Israel.	176:182	13:19
attack	nf_1832_758144.txt-1353-3	mag_1828_553929.txt-364-34	In his first attack he used the arms, which in general have been considered as belonging to the other side of the question.	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	13:19	176:182
attack	news_1982_671107.txt-19-96	fic_1994_54174.txt-61-23	We believe that the United States should pursue, on an urgent basis, serious strategic arms control negotiations consistent with the maintenance of overall parity with the Soviet Union, including, to the fullest extent possible: // - A mutual and verifiable freeze on the testing, production, and deployment of nuclear warheads, missiles and other delivery systems; // - Major, mutual, balanced and verifiable reductions of nuclear forces to lower equivalent levels, with special attention to destabilizing weapons that are vulnerable to or capable of preemptive attack; // - Strict adherence by both sides to all arms control agreements negotiated to date; // - Measures to prevent the use of nuclear weapons by each superpower, such as expanding political and technical mechanisms to reduce the risk of war by accident or miscalculation, including hot lines among nuclear weapons states and joint United States/Soviet stations to enhance the command and control of nuclear weapons systems; // - Systematic multilateral efforts, both political and technical, to restrain the reckless commerce in sensitive	It finally subsided, and though he was exhausted for days afterward, he did not truly believe he had had a heart attack.	563:569	113:119
attack	mag_1828_553929.txt-364-34	fic_1856_2655.txt-4746-13	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	The public felt this event the more that its proximate cause was an attack made upon his brother's house by Paradisi, now imprisoned in the Castle of St. Angelo, pending a law process for proof of his accusations.	176:182	68:74
attack	fic_1848_1279.txt-1511-47	mag_1972_278489.txt-11-19	It is rather a singular thing for a street musician to sing such songs as you do, and in such a manner, " -- then, after a pause, during which she did not volunteer any information on the subject, he renewed the attack, with, " You must have had some instruction.	As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses.	212:218	97:104
attack	news_1991_612479.txt-40-20	fic_1853_1170.txt-2289-22	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	I examined the boy's feet, and found them red, shining and tumefied, with other indications of a severe attack of chilblains. "	123:130	104:110
attack	fic_1833_7239.txt-1694-15	nf_1845_747928.txt-826-66	cried his antagonist, following him and standing over him, ready to renew the attack if he stirred with an evil purpose.	Such are some of the disadvantages of a light sandy soil; and, in thoroughly examining many of the fruit gardens of the middle states the last few seasons, we could not fail to be struck with the fact that in nine cases out of ten, where a variety of fruit was unusually liable to disease, to blight, or to the attacks of	78:84	311:318
attack	mag_1828_553929.txt-364-34	fic_1982_780070.txt-3698-5	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	I would have a sudden attack of swooning feminine weakness.	176:182	22:28
attack	fic_1858_1282.txt-1444-24	fic_1838_7086.txt-2732-33	Indeed such was the shattered condition of the little tenement, that you might easily have imagined it suffering from a forty years ' attack of chronic disease, and quite unfit for the habitation of so great a military hero.	being protected by the batteries of New-York, Governor's Island, and Red Hook; that, on the arrival of their fleet through the Sound, instead of making a direct attack on New-York, they should land at Kingsbridge, and take up a position across the island of New-York, cut off all communication with the mainland, and, blockading General Washington by land and water, compel him to capitulate on their own terms. "	134:140	161:167
attack	mag_1846_524014.txt-303-22	fic_1854_9193.txt-8301-13	By obliging him to put his mortars on shore, and to transport them some distance overland, we so delay his attack that our troops may be concentrated in great force to oppose his onset.	But then, the work itself, with the exception of a feeble attack now and then from the prolific pen of Skimmer, (who wrote for several publications,) was noticed by the press with favour.	107:113	58:64
attack	mag_2000_368897.txt-14-26	mag_1845_555245.txt-299-1	The most dangerous plaques are those prone to rupture; the explosive release of clotting factors and other cells into the blood can cause a heart attack.	The attack of the Boston Teachers upon the Board of Education and its Secretary has failed, - signally and disgracefully failed.	146:152	4:10
attack	mag_1828_553929.txt-364-34	mag_2005_379002.txt-22-10	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	And yet, despite the frequency and deadliness of their attacks, almost nothing is known about individual bombers.	176:182	55:62
attack	mag_1828_553929.txt-364-34	mag_2004_365334.txt-2-9	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	That puts them at elevated risk for a heart attack within five years.	176:182	44:50
attack	fic_2009_36778.txt-461-18	mag_1854_555935.txt-131-30	I didn't mean it to come out that harshly, but damn it, I felt under attack here.	18* // The development of Comte's system, after the outlines of it had been completed in his own mind, was delayed, in 1826, by an attack of mental disease, from which, if it had been left to take its own course, he thinks he should have speedily recovered.	69:75	131:137
attack	fic_1859_9037.txt-2260-41	fic_1839_7024.txt-2377-9	Ferris had naturally a robust constitution, and it was slow in confessing the sapping and mining process that had been going on ever since he was born, so that he had had many of what he called " singular attacks " before he felt permanently the worse for them.	I thought I had just awoke, after the attack which was made upon me by the assassin, when I was on my way to Mr. Marisett's house.	205:212	38:44
attack	news_2001_661977.txt-17-13	news_2004_640221.txt-13-20	For nearly 16 years, Alabama's AIDS segregation policy was under legal attack by the American Civil Liberties Union and other groups.	The Post also reported that dozens of women returning from war duty in Iraq have sought assistance because of alleged attacks by fellow soldiers while overseas.	71:77	118:125
attack	fic_1982_780051.txt-4396-7	news_1984_670941.txt-14-43	I think he's had a heart attack. "	Some leaders, such as Jack Gravely, executive secretary of the Virginia branch of the National Association for the Advancement of Colored People, point out that Mr. Jackson, through his unwillingness in the primary season to compromise and his relentless attack on some party practices, has so changed the standards against which black political leadership is measured that things may never be the same.	25:31	255:261
attack	news_1994_606745.txt-26-26	mag_1994_425594.txt-9-10	In the heat of their anger, many Israelis interviewed today expressed frustration with the fruits of peace and Rabin's strategy for securing citizens against attack. "	I raise the question because this form of ad hominem attack is quite popular these days, especially (but not exclusively	158:164	53:59
attack	nf_2001_746877.txt-82-18	news_1966_725841.txt-34-33	tightness and breathlessness, attacks of shortness of breath after strenuous activity, and being woken by an attack of shortness of breath (table 2).	They feel the war in Vietnam could be concluded honorably if only the parties concerned accepted U Thant's three points, beginning with the first which calls for the suspension of air attacks on North Vietnam.	109:115	184:191
attack	fic_1855_1209.txt-770-29	mag_1828_553929.txt-364-34	They had become somewhat accustomed to small arms, and though they had a dread of them, yet it was not sufficient to deter them from making the attack after having congregated in such numbers, and having become so wrought up by each other.	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	144:150	176:182
attack	mag_1828_553929.txt-364-34	fic_1845_622.txt-11187-51	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	The men divided, some plunging deeper into the forest, in order to gain their stations without giving an alarm, and others Continuing to advance, at a gait that would allow the whole party to go in order; but all devising the best plan to repulse the attack of a dog, or to escape a rifle-bullet.	176:182	251:257
attack	mag_1828_553929.txt-364-34	fic_1834_2652.txt-5065-36	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	You assured me that old Snell and his two sons were the whole force that he carried, while I find two stout, able-bodied men besides, all well armed, and ready for the attack.	176:182	168:174
attack	mag_1828_553929.txt-364-34	fic_1839_7024.txt-2377-9	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	I thought I had just awoke, after the attack which was made upon me by the assassin, when I was on my way to Mr. Marisett's house.	176:182	38:44
attack	news_1991_612479.txt-40-20	fic_1998_43533.txt-4-2	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	The saturation attack squandered formations of surface darts, hypersonic cruisers and sub-orbitals with a profligacy unusual for the enemy.	123:130	15:21
attack	news_1994_606745.txt-26-26	fic_1859_9037.txt-2260-41	In the heat of their anger, many Israelis interviewed today expressed frustration with the fruits of peace and Rabin's strategy for securing citizens against attack. "	Ferris had naturally a robust constitution, and it was slow in confessing the sapping and mining process that had been going on ever since he was born, so that he had had many of what he called " singular attacks " before he felt permanently the worse for them.	158:164	205:212
attack	mag_1999_397639.txt-186-35	mag_1834_554263.txt-306-48	In the early 1990s, Pioneer Hi-Bred -- then the world's biggest seed company, now a subsidiary of DuPont -- developed exactly the kind of transgenic, herbicide-resistant sorghum that could fight off attacks of Striga.	The great object with each party seemed to be to make the other begin the attack: the English would not do this, because they saw that their artillery was rapidly thinning the ranks of their enemies; and Charles was under the necessity of making the attack.	199:206	250:256
attack	news_1991_612479.txt-40-20	mag_1968_212735.txt-7-17	The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms.	Watson describes his own shortcomings of laziness and lack of direction; his narrow escape from physical attack by a female crystallographer when he challenged her theories; the abrasive personality of talented Co-worker Crick; an incredible high school-level error by brilliant Chemist Linus Pauling that temporarily threw him off course, enabling Watson and Crick to win the DNA race;	123:130	105:111
attack	fic_1860_8118.txt-4037-43	mag_1828_553929.txt-364-34	I dreamed in a dream, I saw a city invincible to the attacks of the whole of the rest of the earth from Leaves of grass (1860-61) I dreamed in a dream, I saw a city invincible to the attacks of the whole of the rest of the earth, I dreamed that was the new City of Friends, Nothing was greater there than the quality of robust love -- it led the rest, It was seen every hour in the actions of the men of that city,	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	183:190	176:182
attack	mag_1828_553929.txt-364-34	news_1997_611600.txt-65-2	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	Among the attacks involving Chili's family that will be probed at this week's hearings is that against Lerothodi Ikaneng, a defector from the football club who went to the Chili family for help and was a friend of Chili's son Sibusiso.	176:182	10:17
attack	mag_1828_553929.txt-364-34	fic_1846_544.txt-3481-11	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	But he rejected the compromise indignantly, and still continued his attack on my face, as though nothing short of that would satisfy him.	176:182	68:74
attack	mag_1828_553929.txt-364-34	fic_1846_7121.txt-2894-16	Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire.	The Moors, who had quickly placed themselves in order of battle to receive the expected attack, on seeing but one person, now looked to Abdelasis for their orders.	176:182	88:94
