identifier	lemma	identifier_sense	comment	annotator
26120215_1974_12_09_01_020.tcf.xml-4-16	Sensation	sense0	 	annotatorA
beck_eisen01_1884-10056-7	Sensation	sense0	 	annotatorA
varnhagen_rahel03_1834-1540-5	Sensation	sense2	 	annotatorA
heeren_staatensystem_1809-2664-13	Sensation	sense0	 	annotatorA
wernicke_symptomencomplex_1874-1065-4	Sensation	sense2	 	annotatorA
nn_nrhz231b2_1849-269-7	Sensation	None	unklar	annotatorA
26120215_1964_01_05_01_199.tcf.xml-6-3	Sensation	sense0	Grammatikfehler?	annotatorA
26120215_1978_01_18_01_122.tcf.xml-5-5	Sensation	sense0	 	annotatorA
fontane_brandenburg01_1862-3207-6	Sensation	sense0	 	annotatorA
26120215_1951_12_12_01_041.tcf.xml-11-1	Sensation	sense0	 	annotatorA
2532889X_1970-03-16_01_139.tcf.xml-8-49	Sensation	sense0	 	annotatorA
2532889X_1957-10-06_01_008.tcf.xml-6-6	Sensation	sense0	 	annotatorA
2532889X_1977-06-09_01_132.tcf.xml-16-44	Sensation	sense0	 	annotatorA
26120215_1986_08_06_01_108.tcf.xml-8-12	Sensation	sense0	 	annotatorA
scherer_poetik_1888-2121-12	Sensation	sense0	 	annotatorA
nn_nrhz239_1849-249-1	Sensation	sense2	 	annotatorA
26120215_1951_01_18_01_174.tcf.xml-5-17	Sensation	sense0	 	annotatorA
26120215_1974_07_11_01_188.tcf.xml-31-2	Sensation	sense0	 	annotatorA
26120215_1956_02_04_01_099.tcf.xml-41-3	Sensation	None	Dominik: Zwei mal annotiert (Spalte B+C)	annotatorA
freud_hysterie_1895-2484-2	Sensation	sense2	 	annotatorA
26120215_1954_06_09_01_082.tcf.xml-58-14	Sensation	sense0	 	annotatorA
26120215_1987_11_20_01_102.tcf.xml-34-12	Sensation	sense0	 	annotatorA
26120215_1955_07_20_01_038.tcf.xml-44-6	Sensation	sense0	 	annotatorA
26120215_1949_11_05_01_260.tcf.xml-3-25	Sensation	sense0	 	annotatorA
26120215_1970_07_20_01_086.tcf.xml-16-8	Sensation	sense0	 	annotatorA
nn_nrhz139_1848-737-10	Sensation	sense2	 	annotatorA
jung_lebensgeschichte_1835-6643-3	Sensation	sense2	 	annotatorA
griesinger_psychische_1845-1977-19	Sensation	sense2	 	annotatorA
nn_nrhz093_1848-80-19	Sensation	None	Dominik: Zwei mal annotiert (Spalte B+C)	annotatorA
26120215_1971_07_16_01_102.tcf.xml-2-1	Sensation	sense0	 	annotatorA
2532889X_1988-02-17_01_026.tcf.xml-12-0	Sensation	sense0	 	annotatorA
herbart_psychologie02_1825-4886-21	Sensation	sense2	 	annotatorA
26120215_1959_07_15_01_007.tcf.xml-3-2	Sensation	sense0	 	annotatorA
26120215_1950_09_06_01_040.tcf.xml-10-13	Sensation	sense0	 	annotatorA
2532889X_1964-11-24_01_060.tcf.xml-5-19	Sensation	sense0	 	annotatorA
2532889X_1967-08-07_01_047.tcf.xml-2-5	Sensation	sense0	 	annotatorA
herbart_psychologie02_1825-3297-76	Sensation	sense2	Englisch	annotatorA
fessler_eleusinien01_1802-1334-9	Sensation	sense2	 	annotatorA
beyer_poetik02_1883-11562-27	Sensation	sense2	 	annotatorA
nn_nrhz092_1848-192-2	Sensation	None	unklar	annotatorA
spielhagen_problematische02_1861-1394-7	Sensation	sense2	 	annotatorA
andreas_fenitschka_1898-1244-55	Sensation	sense2	 	annotatorA
26120215_1952_04_24_01_036.tcf.xml-4-33	Sensation	sense2	 	annotatorA
26120215_1970_11_18_01_030.tcf.xml-14-5	Sensation	sense0	 	annotatorA
26120215_1960_09_10_01_097.tcf.xml-1-4	Sensation	sense0	 	annotatorA
nn_nrhz106_1848-470-6	Sensation	sense2	 	annotatorA
nn_nrhz269_1849-214-3	Sensation	sense2	 	annotatorA
hc_271702_1801-58-21	Sensation	sense2	 	annotatorA
liebknecht_frage_1878-858-1	Sensation	sense0	 	annotatorA
hc_183101_1801-180-22	Sensation	sense2	 	annotatorA
26120215_1974_12_09_01_020.tcf.xml-4-16	Sensation	sense0	 	annotatorB
beck_eisen01_1884-10056-7	Sensation	sense0	 	annotatorB
varnhagen_rahel03_1834-1540-5	Sensation	sense2	 	annotatorB
heeren_staatensystem_1809-2664-13	Sensation	sense0	 	annotatorB
wernicke_symptomencomplex_1874-1065-4	Sensation	sense2	 	annotatorB
nn_nrhz231b2_1849-269-7	Sensation	sense0	 	annotatorB
26120215_1964_01_05_01_199.tcf.xml-6-3	Sensation	sense0	 	annotatorB
26120215_1978_01_18_01_122.tcf.xml-5-5	Sensation	sense0	 	annotatorB
fontane_brandenburg01_1862-3207-6	Sensation	sense0	 	annotatorB
26120215_1951_12_12_01_041.tcf.xml-11-1	Sensation	sense0	 	annotatorB
2532889X_1970-03-16_01_139.tcf.xml-8-49	Sensation	sense0	 	annotatorB
2532889X_1957-10-06_01_008.tcf.xml-6-6	Sensation	sense0	 	annotatorB
2532889X_1977-06-09_01_132.tcf.xml-16-44	Sensation	sense0	 	annotatorB
26120215_1986_08_06_01_108.tcf.xml-8-12	Sensation	sense0	 	annotatorB
scherer_poetik_1888-2121-12	Sensation	sense0	 	annotatorB
nn_nrhz239_1849-249-1	Sensation	sense0	 	annotatorB
26120215_1951_01_18_01_174.tcf.xml-5-17	Sensation	sense0	 	annotatorB
26120215_1974_07_11_01_188.tcf.xml-31-2	Sensation	sense0	 	annotatorB
26120215_1956_02_04_01_099.tcf.xml-41-3	Sensation	sense2	 	annotatorB
freud_hysterie_1895-2484-2	Sensation	sense0	 	annotatorB
26120215_1954_06_09_01_082.tcf.xml-58-14	Sensation	sense0	 	annotatorB
26120215_1987_11_20_01_102.tcf.xml-34-12	Sensation	sense0	 	annotatorB
26120215_1955_07_20_01_038.tcf.xml-44-6	Sensation	sense0	 	annotatorB
26120215_1949_11_05_01_260.tcf.xml-3-25	Sensation	sense0	 	annotatorB
26120215_1970_07_20_01_086.tcf.xml-16-8	Sensation	sense0	 	annotatorB
nn_nrhz139_1848-737-10	Sensation	sense0	 	annotatorB
jung_lebensgeschichte_1835-6643-3	Sensation	sense2	 	annotatorB
griesinger_psychische_1845-1977-19	Sensation	sense2	 	annotatorB
nn_nrhz093_1848-80-19	Sensation	sense0	 	annotatorB
26120215_1971_07_16_01_102.tcf.xml-2-1	Sensation	sense0	 	annotatorB
2532889X_1988-02-17_01_026.tcf.xml-12-0	Sensation	sense0	 	annotatorB
herbart_psychologie02_1825-4886-21	Sensation	sense2	 	annotatorB
26120215_1959_07_15_01_007.tcf.xml-3-2	Sensation	sense0	 	annotatorB
26120215_1950_09_06_01_040.tcf.xml-10-13	Sensation	sense0	 	annotatorB
2532889X_1964-11-24_01_060.tcf.xml-5-19	Sensation	sense0	 	annotatorB
2532889X_1967-08-07_01_047.tcf.xml-2-5	Sensation	sense0	 	annotatorB
herbart_psychologie02_1825-3297-76	Sensation	sense2	Englisch, nicht sicher, ob relevant	annotatorB
fessler_eleusinien01_1802-1334-9	Sensation	sense0	 	annotatorB
beyer_poetik02_1883-11562-27	Sensation	sense0	 	annotatorB
nn_nrhz092_1848-192-2	Sensation	sense2	 	annotatorB
spielhagen_problematische02_1861-1394-7	Sensation	sense0	 	annotatorB
andreas_fenitschka_1898-1244-55	Sensation	sense2	 	annotatorB
26120215_1952_04_24_01_036.tcf.xml-4-33	Sensation	sense2	 	annotatorB
26120215_1970_11_18_01_030.tcf.xml-14-5	Sensation	sense0	 	annotatorB
26120215_1960_09_10_01_097.tcf.xml-1-4	Sensation	sense0	 	annotatorB
nn_nrhz106_1848-470-6	Sensation	sense0	 	annotatorB
nn_nrhz269_1849-214-3	Sensation	sense0	 	annotatorB
hc_271702_1801-58-21	Sensation	sense0	 	annotatorB
liebknecht_frage_1878-858-1	Sensation	sense0	 	annotatorB
hc_183101_1801-180-22	Sensation	sense0	 	annotatorB
26120215_1974_12_09_01_020.tcf.xml-4-16	Sensation	sense0	 	annotatorC
beck_eisen01_1884-10056-7	Sensation	sense0	 	annotatorC
varnhagen_rahel03_1834-1540-5	Sensation	sense2	 	annotatorC
heeren_staatensystem_1809-2664-13	Sensation	sense0	 	annotatorC
wernicke_symptomencomplex_1874-1065-4	Sensation	sense2	 	annotatorC
nn_nrhz231b2_1849-269-7	Sensation	sense0	 	annotatorC
26120215_1964_01_05_01_199.tcf.xml-6-3	Sensation	sense0	 	annotatorC
26120215_1978_01_18_01_122.tcf.xml-5-5	Sensation	sense0	 	annotatorC
fontane_brandenburg01_1862-3207-6	Sensation	sense0	 	annotatorC
26120215_1951_12_12_01_041.tcf.xml-11-1	Sensation	sense0	 	annotatorC
2532889X_1970-03-16_01_139.tcf.xml-8-49	Sensation	sense0	 	annotatorC
2532889X_1957-10-06_01_008.tcf.xml-6-6	Sensation	sense0	 	annotatorC
2532889X_1977-06-09_01_132.tcf.xml-16-44	Sensation	sense0	 	annotatorC
26120215_1986_08_06_01_108.tcf.xml-8-12	Sensation	sense0	 	annotatorC
scherer_poetik_1888-2121-12	Sensation	sense0	 	annotatorC
nn_nrhz239_1849-249-1	Sensation	sense0	 	annotatorC
26120215_1951_01_18_01_174.tcf.xml-5-17	Sensation	sense0	 	annotatorC
26120215_1974_07_11_01_188.tcf.xml-31-2	Sensation	sense0	 	annotatorC
26120215_1956_02_04_01_099.tcf.xml-41-3	Sensation	sense0	 	annotatorC
freud_hysterie_1895-2484-2	Sensation	sense2	 	annotatorC
26120215_1954_06_09_01_082.tcf.xml-58-14	Sensation	sense0	 	annotatorC
26120215_1987_11_20_01_102.tcf.xml-34-12	Sensation	sense0	 	annotatorC
26120215_1955_07_20_01_038.tcf.xml-44-6	Sensation	sense0	 	annotatorC
26120215_1949_11_05_01_260.tcf.xml-3-25	Sensation	sense0	 	annotatorC
26120215_1970_07_20_01_086.tcf.xml-16-8	Sensation	sense0	 	annotatorC
nn_nrhz139_1848-737-10	Sensation	sense0	 	annotatorC
jung_lebensgeschichte_1835-6643-3	Sensation	sense0	 	annotatorC
griesinger_psychische_1845-1977-19	Sensation	sense2	 	annotatorC
nn_nrhz093_1848-80-19	Sensation	sense0	 	annotatorC
26120215_1971_07_16_01_102.tcf.xml-2-1	Sensation	sense0	 	annotatorC
2532889X_1988-02-17_01_026.tcf.xml-12-0	Sensation	sense0	 	annotatorC
herbart_psychologie02_1825-4886-21	Sensation	sense2	 	annotatorC
26120215_1959_07_15_01_007.tcf.xml-3-2	Sensation	sense0	 	annotatorC
26120215_1950_09_06_01_040.tcf.xml-10-13	Sensation	sense0	 	annotatorC
2532889X_1964-11-24_01_060.tcf.xml-5-19	Sensation	sense0	 	annotatorC
