lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
vorliegen	carus_zoologie_1872-3302-68			26120215_1947_07_20_01_213.tcf.xml-32-23	2.0	26120215_1963_05_25_01_181.tcf.xml-4-8	4.0	herbart_psychologie02_1825-1758-46	3.0	['26120215_1963_05_25_01_181.tcf.xml-4-8', 'herbart_psychologie02_1825-1758-46', '26120215_1947_07_20_01_213.tcf.xml-32-23']		3
vorliegen	mayer_verwaltungsrecht02_1896-4892-2	buri_causalitaet_1873-571-22	4.0	rumohr_forschungen01_1827-1800-39	2.0			ledebur_eisenhuettenkunde_1884-8165-41	3.0	['buri_causalitaet_1873-571-22', 'ledebur_eisenhuettenkunde_1884-8165-41', 'rumohr_forschungen01_1827-1800-39']		3
vorliegen	virchow_cellularpathologie_1858-1591-49	26120215_1947_07_20_01_213.tcf.xml-32-23	4.0	beseler_kommentar_1851-9351-28	3.0	2532889X_1983-01-08_01_206.tcf.xml-4-44	2.0			['26120215_1947_07_20_01_213.tcf.xml-32-23', 'beseler_kommentar_1851-9351-28', '2532889X_1983-01-08_01_206.tcf.xml-4-44']		3
vorliegen	robert_griechische_1881-929-31	ledebur_eisenhuettenkunde_1884-8165-41	4.0	buri_causalitaet_1873-571-22	2.0			liszt_reichsstrafrecht_1881-2579-35	3.0	['ledebur_eisenhuettenkunde_1884-8165-41', 'liszt_reichsstrafrecht_1881-2579-35', 'buri_causalitaet_1873-571-22']		3
vorliegen	liszt_reichsstrafrecht_1881-2579-35	2532889X_1965-09-07_01_024.tcf.xml-9-37	4.0	2532889X_1964-03-09_01_137.tcf.xml-56-41	2.0	robert_griechische_1881-929-31	3.0			['2532889X_1965-09-07_01_024.tcf.xml-9-37', 'robert_griechische_1881-929-31', '2532889X_1964-03-09_01_137.tcf.xml-56-41']		3
vorliegen	buri_causalitaet_1873-571-22	berg_ostasien04_1873-5197-22	4.0	ledebur_eisenhuettenkunde_1884-8165-41	3.0			robert_griechische_1881-929-31	2.0	['berg_ostasien04_1873-5197-22', 'ledebur_eisenhuettenkunde_1884-8165-41', 'robert_griechische_1881-929-31']		3
vorliegen	steinthal_grammatik_1855-4878-23			2532889X_1949-11-05_01_047.tcf.xml-21-12	2.0	26120215_1965_02_05_01_047.tcf.xml-55-4	3.0	26120215_1952_07_24_01_004.tcf.xml-9-8	4.0	['26120215_1952_07_24_01_004.tcf.xml-9-8', '26120215_1965_02_05_01_047.tcf.xml-55-4', '2532889X_1949-11-05_01_047.tcf.xml-21-12']		3
vorliegen	rumohr_forschungen01_1827-1800-39	2532889X_1983-03-17_01_241.tcf.xml-22-54	4.0	mayer_verwaltungsrecht02_1896-4892-2	2.0			2532889X_1979-11-10_01_146.tcf.xml-9-14	3.0	['2532889X_1983-03-17_01_241.tcf.xml-22-54', '2532889X_1979-11-10_01_146.tcf.xml-9-14', 'mayer_verwaltungsrecht02_1896-4892-2']		3
vorliegen	berg_ostasien04_1873-1247-33			berg_ostasien04_1873-5197-22	4.0	2532889X_1962-07-20_01_006.tcf.xml-18-13	3.0	rumohr_forschungen01_1827-1800-39	2.0	['berg_ostasien04_1873-5197-22', '2532889X_1962-07-20_01_006.tcf.xml-18-13', 'rumohr_forschungen01_1827-1800-39']		3
vorliegen	ledebur_eisenhuettenkunde_1884-8165-41	beseler_kommentar_1851-562-5	3.0	26120215_1957_06_08_01_103.tcf.xml-3-21	2.0	ludwig_physiologie01_1852-2468-15	4.0			['ludwig_physiologie01_1852-2468-15', 'beseler_kommentar_1851-562-5', '26120215_1957_06_08_01_103.tcf.xml-3-21']		3
