lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
savage	fic_1839_7297.txt-76-50	fic_1853_9158.txt-4207-8	4.0	fic_1828_7070.txt-143-50	3.0			fic_1969_10516.txt-2239-11	2.0	['fic_1853_9158.txt-4207-8', 'fic_1828_7070.txt-143-50', 'fic_1969_10516.txt-2239-11']		3
savage	mag_1852_504502.txt-86-15	mag_1964_269943.txt-12-18	4.0	fic_1978_10634.txt-2192-13	3.0	mag_1964_269943.txt-24-18	1.0			['mag_1964_269943.txt-12-18', 'fic_1978_10634.txt-2192-13', 'mag_1964_269943.txt-24-18']		3
savage	fic_1828_7070.txt-143-50	fic_1978_10634.txt-2192-13	2.0	fic_1857_2618.txt-1945-11	4.0			fic_1839_7297.txt-76-50	3.0	['fic_1857_2618.txt-1945-11', 'fic_1839_7297.txt-76-50', 'fic_1978_10634.txt-2192-13']		3
savage	nf_1844_749098.txt-834-1	fic_1972_780113.txt-919-26	4.0			fic_1989_10786.txt-5538-17	2.0	fic_1989_16255.txt-885-6	3.0	['fic_1972_780113.txt-919-26', 'fic_1989_16255.txt-885-6', 'fic_1989_10786.txt-5538-17']		3
savage	mag_1964_269943.txt-24-18	mag_1852_504502.txt-86-15	1.0	nf_1972_774123.txt-308-4	4.0	fic_2001_45760.txt-188-2	2.0	fic_1855_1209.txt-773-2	3.0	['nf_1972_774123.txt-308-4', 'fic_1855_1209.txt-773-2', 'fic_2001_45760.txt-188-2', 'mag_1852_504502.txt-86-15']		4
savage	fic_1978_10636.txt-13759-17	fic_1828_7070.txt-143-50	2.0			nf_1988_773733.txt-759-41	3.0	fic_1981_10675.txt-779-2	4.0	['fic_1981_10675.txt-779-2', 'nf_1988_773733.txt-759-41', 'fic_1828_7070.txt-143-50']		3
savage	fic_1964_781989.txt-2759-38	fic_1972_16752.txt-3038-15	4.0	mag_1964_269943.txt-12-18	2.0			nf_2007_776450.txt-89-6	3.0	['fic_1972_16752.txt-3038-15', 'nf_2007_776450.txt-89-6', 'mag_1964_269943.txt-12-18']		3
savage	fic_1989_10786.txt-5538-17	fic_1982_10687.txt-7159-18	3.0			fic_1978_10634.txt-2192-13	4.0	mag_1964_269943.txt-12-18	2.0	['fic_1978_10634.txt-2192-13', 'fic_1982_10687.txt-7159-18', 'mag_1964_269943.txt-12-18']		3
savage	mag_1964_269943.txt-12-18	mag_1836_554391.txt-88-8	4.0			fic_1964_781989.txt-2759-38	2.0	fic_1978_10634.txt-2192-13	3.0	['mag_1836_554391.txt-88-8', 'fic_1978_10634.txt-2192-13', 'fic_1964_781989.txt-2759-38']		3
savage	fic_1978_10634.txt-2192-13	mag_1964_269943.txt-12-18	3.0			fic_1978_10636.txt-13759-17	4.0	fic_1828_7070.txt-143-50	2.0	['fic_1978_10636.txt-13759-17', 'mag_1964_269943.txt-12-18', 'fic_1828_7070.txt-143-50']		3
