lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
Ohrwurm	paul_titan01_1800-265-31	26120215_1956_07_08_02_255.tcf.xml-1-6	2.0	blumenbach_naturgeschichte_1830-6026-5	3.0	26120215_1959_07_14_01_100.tcf.xml-5-11	4.0	2532889X_1983-03-21_01_070.tcf.xml-4-10	1.0	['26120215_1959_07_14_01_100.tcf.xml-5-11', 'blumenbach_naturgeschichte_1830-6026-5', '26120215_1956_07_08_02_255.tcf.xml-1-6', '2532889X_1983-03-21_01_070.tcf.xml-4-10']		4
Ohrwurm	blumenbach_anatomie2_1805-1004-1	paul_titan01_1800-265-59	3.0	2532889X_1983-09-19_01_128.tcf.xml-6-5	1.0	26120215_1987_04_10_01_054.tcf.xml-9-5	2.0	brehm_thierleben06_1869-9897-2	4.0	['brehm_thierleben06_1869-9897-2', 'paul_titan01_1800-265-59', '26120215_1987_04_10_01_054.tcf.xml-9-5', '2532889X_1983-09-19_01_128.tcf.xml-6-5']		4
Ohrwurm	brehm_thierleben06_1869-9898-7			26120215_1989_05_16_01_202.tcf.xml-6-9	2.0	26120215_1959_08_01_01_202.tcf.xml-30-23	4.0	vogt_briefe01_1851-7235-1	3.0	['26120215_1959_08_01_01_202.tcf.xml-30-23', 'vogt_briefe01_1851-7235-1', '26120215_1989_05_16_01_202.tcf.xml-6-9']		3
Ohrwurm	blumenbach_anatomie_1815-1035-1	druskowitz_religionsersatz_1886-614-18	3.0			brehm_thierleben06_1869-25551-10	4.0	2532889X_1983-03-21_01_070.tcf.xml-4-10	2.0	['brehm_thierleben06_1869-25551-10', 'druskowitz_religionsersatz_1886-614-18', '2532889X_1983-03-21_01_070.tcf.xml-4-10']		3
Ohrwurm	blumenbach_naturgeschichte_1821-5626-5	26120215_1956_07_08_02_255.tcf.xml-10-6	4.0	26120215_1987_04_10_01_054.tcf.xml-9-5	1.0	brehm_thierleben06_1869-9905-3	3.0			['26120215_1956_07_08_02_255.tcf.xml-10-6', 'brehm_thierleben06_1869-9905-3', '26120215_1987_04_10_01_054.tcf.xml-9-5']		3
Ohrwurm	moltke_zustaende_1841-3780-9	blumenbach_anatomie_1815-1035-1	3.0	blumenbach_anatomie_1805-990-1	4.0	2532889X_1986-06-25_01_133.tcf.xml-19-1	2.0	2532889X_1988-04-19_01_173.tcf.xml-9-1	1.0	['blumenbach_anatomie_1805-990-1', 'blumenbach_anatomie_1815-1035-1', '2532889X_1986-06-25_01_133.tcf.xml-19-1', '2532889X_1988-04-19_01_173.tcf.xml-9-1']		4
Ohrwurm	brehm_thierleben06_1869-9873-5	26120215_1981_10_31_01_206.tcf.xml-37-0	1.0	brehm_thierleben06_1869-25551-10	4.0	blumenbach_anatomie2_1805-1004-1	3.0			['brehm_thierleben06_1869-25551-10', 'blumenbach_anatomie2_1805-1004-1', '26120215_1981_10_31_01_206.tcf.xml-37-0']		3
Ohrwurm	paul_titan01_1800-265-59	2532889X_1983-03-21_01_070.tcf.xml-4-10	2.0	paul_titan01_1800-265-31	4.0	26120215_1974_11_02_01_287.tcf.xml-18-1	1.0	blumenbach_anatomie2_1805-1004-1	3.0	['paul_titan01_1800-265-31', 'blumenbach_anatomie2_1805-1004-1', '2532889X_1983-03-21_01_070.tcf.xml-4-10', '26120215_1974_11_02_01_287.tcf.xml-18-1']		4
Ohrwurm	boelsche_liebesleben01_1898-6183-7	blumenbach_anatomie_1815-1035-1	4.0	blumenbach_anatomie_1805-990-1	3.0			26120215_1981_10_31_01_206.tcf.xml-37-0	1.0	['blumenbach_anatomie_1815-1035-1', 'blumenbach_anatomie_1805-990-1', '26120215_1981_10_31_01_206.tcf.xml-37-0']		3
Ohrwurm	brehm_thierleben06_1869-9897-2	2532889X_1983-03-21_01_070.tcf.xml-4-10	2.0			2532889X_1977-12-20_01_057.tcf.xml-4-29	1.0	blumenbach_naturgeschichte_1803-5233-5	4.0	['blumenbach_naturgeschichte_1803-5233-5', '2532889X_1983-03-21_01_070.tcf.xml-4-10', '2532889X_1977-12-20_01_057.tcf.xml-4-29']		3
Ohrwurm	blumenbach_naturgeschichte_1803-5233-5	brehm_thierleben06_1869-9880-11	3.0	blumenbach_naturgeschichte_1807-5376-5	4.0	2532889X_1986-06-25_01_133.tcf.xml-19-1	2.0			['blumenbach_naturgeschichte_1807-5376-5', 'brehm_thierleben06_1869-9880-11', '2532889X_1986-06-25_01_133.tcf.xml-19-1']		3
