lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment
Einreichung	2532889X_1946-09-13_01_008.tcf.xml-177-9	heckert_schulgesetzgebung_1847-577-25	Bswarhar M WrcfM « rot kann durch die zur Einreichung dei Wahlrorschlace* B « > rechtisten eeindert werden.	Auch ist demnächst bei Abfassung der Disciplinarentscheidung erster Instanz die Suspensionsfrage allemal wieder mit in Erwägung und Beschluß zu nehmen, und mit der abschriftlichen Einreichung des Disciplinarbeschlusses an das Ministerium nach der Vorschrift der Circ.-Verf. vom 4. Juli eine jedesmal ausdrückliche Anzeige dessen zu verbinden, was hinsichtlich der Amtssuspension beschlossen und verfügt worden ist.	42:53	180:191	4.0
Einreichung	2532889X_1946-11-22_01_060.tcf.xml-13-1	heckert_schulgesetzgebung_1847-4769-41	Bei Einreichung nur einer Vorschlagsliste könnte keine Wahl stattfinden, und die Mitglieder wären von der praktischen Arbeit und der Einflußnahme auf die Gewerkschaftspolitik aus-CMchlossen.	§. 7. Wer im Besitz eines von den wissenschaftlichen Deputationen des Departements des öffentlichen Unterrichts oder des Provinzial-Consistorii oder der Kirchen-und Schul-Commission der Königl. Regierung ausgefertigten Zeugnisses seiner Tüchtigkeit ist, und eine Privatschule anlegen will, hat sich unter Einreichung desselben an die Kirchen-und Schul-Commission zu wenden, von welcher das Erforderliche alsdann an den Schul-Inspector oder Bürgermeister des Orts zu erlassen ist.	4:15	305:316	4.0
Einreichung	2532889X_1947-05-10_01_133.tcf.xml-15-14	2532889X_1952-09-20_01_060.tcf.xml-21-13	Nur wirklich erfahren die ' politisch nicht belastet sind, wollen sich unte r Einreichung von Bewerbung und Lebenslauf melden unter BL 869 an	gen im Maschinen-und Apparatebau nach, so erfährt man, daß seit Einreichung des Betriebskollektiwertrages zur Registrierung mehr als vier Wochen vergangen sind und der Vertrag Anfang September noch nicht im Werk war.	78:89	64:75	4.0
Einreichung	2532889X_1947-07-12_01_038.tcf.xml-8-3	unknown_civilprozessordnung_1877-3522-39	Er regte die Einreichung eines genauen Planes an, um Unterlagen über > die Art der.	Das Protokoll über die mündliche Verhandlung muß den Namen des Gerichtsschreibers enthalten 145 Nr. 2; und von ihm unterschrieben werden 149. Zuziehung desselben bei den Verhandlungen vor dem Amtsrichter 151. Ladung zur mündlichen Verhandlung 193. Einreichung der Klageschrift 233. Ertheilung von Ausfertigungen, Auszügen und Abschriften 271. 288. Geschäfte des Gerichtsvollziehers bei Abfassung des Urtheils 286 — 288; bei der Beweisaufnahme 327. Ladung der Zeugen 342.	13:24	248:259	4.0
Einreichung	2532889X_1947-12-05_01_045.tcf.xml-119-6	26120215_1947_07_08_01_270.tcf.xml-2-3	Politisch unbelastete Personen wollen sich unter Einreichung eines ausführlichen Lebenslaufes bei der	10. Juli: Einreichung der „Erklärung über bezahlte Miete oder Pacht ' 21.	49:60	10:21	4.0
Einreichung	2532889X_1947-12-05_01_045.tcf.xml-119-6	laband_staatsrecht0301_1880-3509-3	Politisch unbelastete Personen wollen sich unter Einreichung eines ausführlichen Lebenslaufes bei der	Die Aufstellung und Einreichung von Listen dieser Offiziere gehört zu den jährlichen Mobilmachungs-Arbeiten.	49:60	20:31	4.0
Einreichung	2532889X_1948-06-23_01_009.tcf.xml-66-23	laband_staatsrecht0301_1880-3509-3	Die Hauptverwaltung Finanzen der Deutschen Wirtschaftskommission für die sowjetische Besatzungszone, die Finanzminister der Länder und das Berliner Stadtkontor sind verantwortlich für die Einreichung laufender Meldungen über den Umtausch der Geldscheine und die Umwertung der Konten sowie für Einreichung endgültiger Berichte über die Ergebnisse der Durchführung der Währungsreform.	Die Aufstellung und Einreichung von Listen dieser Offiziere gehört zu den jährlichen Mobilmachungs-Arbeiten.	188:199	20:31	4.0
Einreichung	2532889X_1950-04-18_01_104.tcf.xml-5-5	unknown_civilprozessordnung_1877-3522-39	und bitten geeignete Bewerber um Einreichung von Lebenslauf, Zeugnissen, Lichtbild sowie Angabe der GehaltsansDrüche.	Das Protokoll über die mündliche Verhandlung muß den Namen des Gerichtsschreibers enthalten 145 Nr. 2; und von ihm unterschrieben werden 149. Zuziehung desselben bei den Verhandlungen vor dem Amtsrichter 151. Ladung zur mündlichen Verhandlung 193. Einreichung der Klageschrift 233. Ertheilung von Ausfertigungen, Auszügen und Abschriften 271. 288. Geschäfte des Gerichtsvollziehers bei Abfassung des Urtheils 286 — 288; bei der Beweisaufnahme 327. Ladung der Zeugen 342.	33:44	248:259	4.0
Einreichung	2532889X_1950-08-10_01_148.tcf.xml-67-11	26120215_1986_04_30_01_142.tcf.xml-1-36	Dem Wahlleiter des Landes obliegt die Durchführung des Verfahrens über die Einreichung von Wahlvorschlägen und die Vorprüfung und Feststellung des Wahlergebnisses der Wahl für den Landtag. § 10 (1) Wahlleiter des Landkreises Ist	Die Bezirkswahlkommission Berlin gibt bekannt, daß auf der Grundlage der gemäß Paragraph 16 des Wahlgesetzes erfolgten Abstimmung zwischen den demokratischen Parteien und Massenorganisationen die zuständigen Ausschüsse der Nationalen Front entsprechend Paragraph 15 des Wahlgesetzes zur Einreichung der Wahlvorschläge für die Wahl zur Stadtbezirksversammlung Berlin-Hohenschönhausen und zur Stadtbezirksversammlung Berlin-Hellersdorf aufgefordert worden sind.	75:86	287:298	4.0
Einreichung	2532889X_1950-08-26_01_095.tcf.xml-16-8	heckert_schulgesetzgebung_1847-4769-41	3. Für die einzelnen Investvorhaben müssen bereits bei Einreichung der Investitionsantrage exakte Planunterlagen, besonders Konstruktionszeichnungen, Angaben über Kapazitätszuwachs und Kostenberechnungen vorliegen.	§. 7. Wer im Besitz eines von den wissenschaftlichen Deputationen des Departements des öffentlichen Unterrichts oder des Provinzial-Consistorii oder der Kirchen-und Schul-Commission der Königl. Regierung ausgefertigten Zeugnisses seiner Tüchtigkeit ist, und eine Privatschule anlegen will, hat sich unter Einreichung desselben an die Kirchen-und Schul-Commission zu wenden, von welcher das Erforderliche alsdann an den Schul-Inspector oder Bürgermeister des Orts zu erlassen ist.	55:66	305:316	4.0
