reference_usage	usage1	cosine_similarity1	usage2	cosine_similarity2	usage3	cosine_similarity3	usage4	cosine_similarity4	order	given_order
fic_1822_7275.txt-1325-5	fic_1855_8110.txt-557-17	0.6042898893356323	missing_usage	0.38315778970718384	nf_1833_747463.txt-2204-17	0.8374070525169373	fic_1980_780046.txt-2845-1	0.0	['nf_1833_747463.txt-2204-17', 'fic_1855_8110.txt-557-17', 'fic_1980_780046.txt-2845-1']	['fic_1980_780046.txt-2845-1', 'nf_1833_747463.txt-2204-17', 'fic_1855_8110.txt-557-17']
fic_1819_8618.txt-457-20	fic_1982_10687.txt-2808-16	0.8874375820159912	nf_1849_755107.txt-2037-20	0.6831445693969727	missing_usage	0.5513219237327576	mag_1840_554841.txt-227-2	0.0	['fic_1982_10687.txt-2808-16', 'nf_1849_755107.txt-2037-20', 'mag_1840_554841.txt-227-2']	['fic_1982_10687.txt-2808-16', 'mag_1840_554841.txt-227-2', 'nf_1849_755107.txt-2037-20']
fic_1857_3100.txt-1384-12	nf_1982_773998.txt-170-5	0.6679283380508423	fic_1846_8193.txt-315-20	0.9529910683631897	missing_usage	0.5509545803070068	mag_2000_368013.txt-19-24	0.0	['fic_1846_8193.txt-315-20', 'nf_1982_773998.txt-170-5', 'mag_2000_368013.txt-19-24']	['fic_1846_8193.txt-315-20', 'nf_1982_773998.txt-170-5', 'mag_2000_368013.txt-19-24']
fic_1857_3100.txt-3794-18	fic_1997_54544.txt-108-11	0.692452609539032	nf_1853_765349.txt-1635-36	0.4860248565673828	missing_usage	0.46300017833709717	mag_1978_431951.txt-54-16	0.0	['fic_1997_54544.txt-108-11', 'nf_1853_765349.txt-1635-36', 'mag_1978_431951.txt-54-16']	['fic_1997_54544.txt-108-11', 'nf_1853_765349.txt-1635-36', 'mag_1978_431951.txt-54-16']
fic_1858_9231.txt-4046-3	fic_2006_28088.txt-18-22	0.5968199968338013	fic_1974_10580.txt-7446-30	0.6466736793518066	fic_1962_10420.txt-3658-107	0.7119803428649902	missing_usage	0.0	['fic_1962_10420.txt-3658-107', 'fic_1974_10580.txt-7446-30', 'fic_2006_28088.txt-18-22']	['fic_1962_10420.txt-3658-107', 'fic_2006_28088.txt-18-22', 'fic_1974_10580.txt-7446-30']
fic_1855_8110.txt-557-17	fic_1841_8303.txt-315-28	0.7680037021636963	fic_2001_28191.txt-201-2	0.5179580450057983	fic_1853_9158.txt-3583-2	0.5658134818077087	missing_usage	0.0	['fic_1841_8303.txt-315-28', 'fic_1853_9158.txt-3583-2', 'fic_2001_28191.txt-201-2']	['fic_1841_8303.txt-315-28', 'fic_1853_9158.txt-3583-2', 'fic_2001_28191.txt-201-2']
fic_1860_9072.txt-1823-30	fic_1995_52939.txt-476-5	0.15931889414787292	fic_1981_10681.txt-5565-25	0.6603713631629944	mag_1856_522858.txt-209-22	0.647129237651825	fic_1853_3819.txt-945-17	0.4313567280769348	['fic_1981_10681.txt-5565-25', 'mag_1856_522858.txt-209-22', 'fic_1853_3819.txt-945-17', 'fic_1995_52939.txt-476-5']	['fic_1981_10681.txt-5565-25', 'fic_1853_3819.txt-945-17', 'mag_1856_522858.txt-209-22', 'fic_1995_52939.txt-476-5']
fic_1849_7216.txt-4873-14	fic_1853_3819.txt-945-17	0.3514025807380676	fic_1993_25023.txt-92-25	0.9032273888587952	missing_usage	0.6301872730255127	nf_1982_773998.txt-170-5	0.0	['fic_1993_25023.txt-92-25', 'fic_1853_3819.txt-945-17', 'nf_1982_773998.txt-170-5']	['fic_1993_25023.txt-92-25', 'nf_1982_773998.txt-170-5', 'fic_1853_3819.txt-945-17']
fic_1834_2652.txt-1829-8	missing_usage	0.3710089921951294	fic_2001_28191.txt-201-2	0.33619779348373413	fic_1858_9231.txt-4046-3	0.7687773704528809	mag_1856_522858.txt-209-22	0.0	['fic_1858_9231.txt-4046-3', 'fic_2001_28191.txt-201-2', 'mag_1856_522858.txt-209-22']	['fic_1858_9231.txt-4046-3', 'mag_1856_522858.txt-209-22', 'fic_2001_28191.txt-201-2']
mag_1856_522858.txt-209-22	fic_1853_9069.txt-154-11	0.7542811632156372	fic_1961_781982.txt-3975-4	0.31889480352401733	mag_1978_431951.txt-54-16	0.4095659554004669	missing_usage	0.0	['fic_1853_9069.txt-154-11', 'mag_1978_431951.txt-54-16', 'fic_1961_781982.txt-3975-4']	['fic_1853_9069.txt-154-11', 'fic_1961_781982.txt-3975-4', 'mag_1978_431951.txt-54-16']
fic_1853_9069.txt-154-11	fic_1996_54493.txt-646-4	0.4868645668029785	fic_1834_2652.txt-1829-8	0.5665898323059082	fic_2008_36181.txt-116-9	0.6101222038269043	fic_1853_9805.txt-745-4	0.5044450163841248	['fic_2008_36181.txt-116-9', 'fic_1834_2652.txt-1829-8', 'fic_1853_9805.txt-745-4', 'fic_1996_54493.txt-646-4']	['fic_2008_36181.txt-116-9', 'fic_1834_2652.txt-1829-8', 'fic_1853_9805.txt-745-4', 'fic_1996_54493.txt-646-4']
fic_1853_9158.txt-3583-2	mag_2000_368013.txt-19-24	0.2879355847835541	fic_1853_9069.txt-154-11	0.7042536735534668	fic_1853_3819.txt-945-17	0.7743685245513916	fic_1997_54633.txt-176-84	0.4388682544231415	['fic_1853_3819.txt-945-17', 'fic_1853_9069.txt-154-11', 'fic_1997_54633.txt-176-84', 'mag_2000_368013.txt-19-24']	['fic_1853_3819.txt-945-17', 'fic_1853_9069.txt-154-11', 'mag_2000_368013.txt-19-24', 'fic_1997_54633.txt-176-84']
fic_1855_602.txt-1945-5	missing_usage	0.4773283004760742	fic_1997_54633.txt-176-84	0.4228695333003998	fic_1857_2618.txt-187-36	0.4150204658508301	fic_1966_14323.txt-494-4	0.0	['fic_1997_54633.txt-176-84', 'fic_1857_2618.txt-187-36', 'fic_1966_14323.txt-494-4']	['fic_1997_54633.txt-176-84', 'fic_1966_14323.txt-494-4', 'fic_1857_2618.txt-187-36']
mag_1851_566048.txt-412-13	missing_usage	0.376826673746109	fic_1966_14323.txt-494-4	0.5586310625076294	mag_2000_368013.txt-19-24	0.35332420468330383	fic_1981_10681.txt-5565-25	0.0	['fic_1966_14323.txt-494-4', 'mag_2000_368013.txt-19-24', 'fic_1981_10681.txt-5565-25']	['fic_1981_10681.txt-5565-25', 'fic_1966_14323.txt-494-4', 'mag_2000_368013.txt-19-24']
