identifier1	identifier2	annotator	judgment	comment	lemma
2532889X_1961-03-30_01_045.tcf.xml-6-9	2532889X_1966-11-28_01_141.tcf.xml-12-1	inferred	0	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	2532889X_1987-11-14_01_073.tcf.xml-17-30	inferred	1	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	2532889X_1988-11-11_01_091.tcf.xml-4-24	inferred	1	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	26120215_1975_06_27_01_111.tcf.xml-3-13	inferred	0	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	26120215_1989_05_26_01_048.tcf.xml-10-3	inferred	1	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	26120215_1990_03_10_01_570.tcf.xml-2-8	inferred	1	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	26120215_1990_10_13_01_206.tcf.xml-2-5	inferred	1	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	26120215_1990_12_18_01_315.tcf.xml-34-3	inferred	1	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-14241-24	inferred	0	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-15784-15	inferred	0	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-17007-22	inferred	0	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-17039-17	inferred	0	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-17040-22	inferred	0	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-17041-6	inferred	0	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-17247-77	inferred	0	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-17976-10	inferred	0	 	Abgesang
2532889X_1961-03-30_01_045.tcf.xml-6-9	beyer_poetik01_1882-18181-6	inferred	0	 	Abgesang
