lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
stroke	fic_1822_7275.txt-1325-5	fic_1855_8110.txt-557-17	2.0			nf_1833_747463.txt-2204-17	3.0	fic_1980_780046.txt-2845-1	4.0	['fic_1980_780046.txt-2845-1', 'nf_1833_747463.txt-2204-17', 'fic_1855_8110.txt-557-17']		3
stroke	fic_1819_8618.txt-457-20	fic_1982_10687.txt-2808-16	4.0	nf_1849_755107.txt-2037-20	2.0			mag_1840_554841.txt-227-2	3.0	['fic_1982_10687.txt-2808-16', 'mag_1840_554841.txt-227-2', 'nf_1849_755107.txt-2037-20']		3
stroke	fic_1857_3100.txt-1384-12	nf_1982_773998.txt-170-5	3.0	fic_1846_8193.txt-315-20	4.0			mag_2000_368013.txt-19-24	2.0	['fic_1846_8193.txt-315-20', 'nf_1982_773998.txt-170-5', 'mag_2000_368013.txt-19-24']		3
stroke	fic_1857_3100.txt-3794-18	fic_1997_54544.txt-108-11	4.0	nf_1853_765349.txt-1635-36	3.0			mag_1978_431951.txt-54-16	2.0	['fic_1997_54544.txt-108-11', 'nf_1853_765349.txt-1635-36', 'mag_1978_431951.txt-54-16']		3
stroke	fic_1858_9231.txt-4046-3	fic_2006_28088.txt-18-22	2.0	fic_1974_10580.txt-7446-30	1.0	fic_1962_10420.txt-3658-107	3.0			['fic_1962_10420.txt-3658-107', 'fic_2006_28088.txt-18-22', 'fic_1974_10580.txt-7446-30']		3
stroke	fic_1855_8110.txt-557-17	fic_1841_8303.txt-315-28	4.0	fic_2001_28191.txt-201-2	2.0	fic_1853_9158.txt-3583-2	3.0			['fic_1841_8303.txt-315-28', 'fic_1853_9158.txt-3583-2', 'fic_2001_28191.txt-201-2']		3
stroke	fic_1860_9072.txt-1823-30	fic_1995_52939.txt-476-5	1.0	fic_1981_10681.txt-5565-25	4.0	mag_1856_522858.txt-209-22	2.0	fic_1853_3819.txt-945-17	3.0	['fic_1981_10681.txt-5565-25', 'fic_1853_3819.txt-945-17', 'mag_1856_522858.txt-209-22', 'fic_1995_52939.txt-476-5']		4
stroke	fic_1849_7216.txt-4873-14	fic_1853_3819.txt-945-17	2.0	fic_1993_25023.txt-92-25	4.0			nf_1982_773998.txt-170-5	3.0	['fic_1993_25023.txt-92-25', 'nf_1982_773998.txt-170-5', 'fic_1853_3819.txt-945-17']		3
stroke	fic_1834_2652.txt-1829-8			fic_2001_28191.txt-201-2	1.0	fic_1858_9231.txt-4046-3	3.0	mag_1856_522858.txt-209-22	2.0	['fic_1858_9231.txt-4046-3', 'mag_1856_522858.txt-209-22', 'fic_2001_28191.txt-201-2']		3
stroke	mag_1856_522858.txt-209-22	fic_1853_9069.txt-154-11	3.0	fic_1961_781982.txt-3975-4	2.0	mag_1978_431951.txt-54-16	1.0			['fic_1853_9069.txt-154-11', 'fic_1961_781982.txt-3975-4', 'mag_1978_431951.txt-54-16']		3
stroke	fic_1853_9069.txt-154-11	fic_1996_54493.txt-646-4	1.0	fic_1834_2652.txt-1829-8	3.0	fic_2008_36181.txt-116-9	4.0	fic_1853_9805.txt-745-4	2.0	['fic_2008_36181.txt-116-9', 'fic_1834_2652.txt-1829-8', 'fic_1853_9805.txt-745-4', 'fic_1996_54493.txt-646-4']		4
stroke	fic_1853_9158.txt-3583-2	mag_2000_368013.txt-19-24	2.0	fic_1853_9069.txt-154-11	3.0	fic_1853_3819.txt-945-17	4.0	fic_1997_54633.txt-176-84	1.0	['fic_1853_3819.txt-945-17', 'fic_1853_9069.txt-154-11', 'mag_2000_368013.txt-19-24', 'fic_1997_54633.txt-176-84']		4
stroke	fic_1855_602.txt-1945-5			fic_1997_54633.txt-176-84	3.0	fic_1857_2618.txt-187-36	1.0	fic_1966_14323.txt-494-4	2.0	['fic_1997_54633.txt-176-84', 'fic_1966_14323.txt-494-4', 'fic_1857_2618.txt-187-36']		3
stroke	mag_1851_566048.txt-412-13			fic_1966_14323.txt-494-4	2.0	mag_2000_368013.txt-19-24	1.0	fic_1981_10681.txt-5565-25	3.0	['fic_1981_10681.txt-5565-25', 'fic_1966_14323.txt-494-4', 'mag_2000_368013.txt-19-24']		3
stroke	fic_1828_8204.txt-680-10	fic_2006_28088.txt-18-22	2.0	fic_1974_10580.txt-7446-30	1.0			mag_1858_566996.txt-209-39	4.0	['mag_1858_566996.txt-209-39', 'fic_2006_28088.txt-18-22', 'fic_1974_10580.txt-7446-30']		3
stroke	fic_1853_9805.txt-1013-11	mag_1851_566048.txt-412-13	2.0			nf_1853_765349.txt-1635-36	3.0	fic_1997_54713.txt-283-12	4.0	['fic_1997_54713.txt-283-12', 'nf_1853_765349.txt-1635-36', 'mag_1851_566048.txt-412-13']		3
stroke	fic_1853_3819.txt-945-17	fic_1853_9158.txt-3583-2	4.0	fic_1841_8303.txt-315-28	2.0	fic_2008_36181.txt-116-9	3.0	fic_2006_51533.txt-963-19	1.0	['fic_1853_9158.txt-3583-2', 'fic_2008_36181.txt-116-9', 'fic_1841_8303.txt-315-28', 'fic_2006_51533.txt-963-19']		4
stroke	fic_1841_8303.txt-315-28	fic_1855_8110.txt-557-17	4.0	fic_1990_53266.txt-621-1	2.0	fic_1857_2618.txt-240-6	3.0	fic_2000_38703.txt-36-29	1.0	['fic_1855_8110.txt-557-17', 'fic_1857_2618.txt-240-6', 'fic_1990_53266.txt-621-1', 'fic_2000_38703.txt-36-29']		4
stroke	fic_2003_29392.txt-324-0	fic_1966_14323.txt-494-4	2.0	fic_1976_10607.txt-1735-15	3.0	fic_1853_9069.txt-154-11	1.0	fic_1857_7431.txt-230-18	4.0	['fic_1857_7431.txt-230-18', 'fic_1976_10607.txt-1735-15', 'fic_1966_14323.txt-494-4', 'fic_1853_9069.txt-154-11']		4
stroke	fic_1997_54633.txt-176-84	fic_1853_9158.txt-3583-2	1.0	fic_1966_14323.txt-494-4	2.0	fic_1835_7281.txt-311-43	4.0	fic_1962_10420.txt-3658-107	3.0	['fic_1835_7281.txt-311-43', 'fic_1962_10420.txt-3658-107', 'fic_1966_14323.txt-494-4', 'fic_1853_9158.txt-3583-2']		4
stroke	fic_1996_54493.txt-646-4	fic_1853_9069.txt-154-11	1.0	fic_1860_8596.txt-1078-1	4.0			mag_2006_381326.txt-6-18	3.0	['fic_1860_8596.txt-1078-1', 'mag_2006_381326.txt-6-18', 'fic_1853_9069.txt-154-11']		3
stroke	fic_2005_28779.txt-110-12	fic_1981_10681.txt-5565-25	1.0	fic_1856_5515.txt-2860-9	4.0			fic_2006_28088.txt-18-22	2.0	['fic_1856_5515.txt-2860-9', 'fic_2006_28088.txt-18-22', 'fic_1981_10681.txt-5565-25']		3
stroke	nf_1982_773998.txt-170-5	fic_2008_36181.txt-116-9	2.0	fic_2007_34359.txt-100-16	4.0			fic_2003_30371.txt-32-1	3.0	['fic_2007_34359.txt-100-16', 'fic_2003_30371.txt-32-1', 'fic_2008_36181.txt-116-9']		3
stroke	fic_2003_30371.txt-32-1	mag_2004_414155.txt-34-7	2.0	nf_1982_773998.txt-170-5	3.0			fic_1990_53266.txt-621-1	4.0	['fic_1990_53266.txt-621-1', 'nf_1982_773998.txt-170-5', 'mag_2004_414155.txt-34-7']		3
stroke	fic_2001_28191.txt-201-2	fic_1834_2652.txt-1829-8	1.0	mag_2004_414155.txt-34-7	3.0			fic_1995_39398.txt-75-8	2.0	['mag_2004_414155.txt-34-7', 'fic_1995_39398.txt-75-8', 'fic_1834_2652.txt-1829-8']		3
stroke	fic_1976_10607.txt-1735-15	mag_1978_431951.txt-54-16	4.0			fic_1996_54493.txt-646-4	3.0	fic_2002_30275.txt-230-40	2.0	['mag_1978_431951.txt-54-16', 'fic_1996_54493.txt-646-4', 'fic_2002_30275.txt-230-40']		3
stroke	fic_2006_28088.txt-18-22	fic_1850_7171.txt-4539-24	2.0	fic_1966_14323.txt-494-4	4.0	fic_1981_10681.txt-5565-25	3.0	fic_1974_10580.txt-7446-30	1.0	['fic_1966_14323.txt-494-4', 'fic_1981_10681.txt-5565-25', 'fic_1850_7171.txt-4539-24', 'fic_1974_10580.txt-7446-30']		4
stroke	fic_1962_10420.txt-3658-107			fic_1841_8303.txt-315-28	4.0	fic_1966_14323.txt-494-4	3.0	fic_2002_31794.txt-75-9	2.0	['fic_1841_8303.txt-315-28', 'fic_1966_14323.txt-494-4', 'fic_2002_31794.txt-75-9']		3
stroke	fic_2008_36181.txt-116-9	mag_1978_431951.txt-54-16	4.0	mag_2000_368013.txt-19-24	2.0	fic_1997_54633.txt-176-84	3.0	fic_1828_8204.txt-680-10	1.0	['mag_1978_431951.txt-54-16', 'fic_1997_54633.txt-176-84', 'mag_2000_368013.txt-19-24', 'fic_1828_8204.txt-680-10']		4
stroke	fic_1990_53266.txt-621-1	fic_2001_28191.txt-201-2	3.0	nf_1836_747959.txt-179-8	4.0	fic_1841_8303.txt-315-28	2.0			['nf_1836_747959.txt-179-8', 'fic_2001_28191.txt-201-2', 'fic_1841_8303.txt-315-28']		3
stroke	mag_2004_414155.txt-34-7	fic_1997_54633.txt-176-84	3.0	mag_1978_431951.txt-54-16	4.0			fic_1834_2652.txt-1829-8	2.0	['mag_1978_431951.txt-54-16', 'fic_1997_54633.txt-176-84', 'fic_1834_2652.txt-1829-8']		3
stroke	fic_1974_10580.txt-7446-30	fic_1981_10681.txt-5565-25	4.0	fic_1828_8204.txt-680-10	1.0	mag_2004_414155.txt-34-7	3.0	mag_2000_368013.txt-19-24	2.0	['fic_1981_10681.txt-5565-25', 'mag_2004_414155.txt-34-7', 'mag_2000_368013.txt-19-24', 'fic_1828_8204.txt-680-10']		4
stroke	mag_1978_431951.txt-54-16	fic_2008_36181.txt-116-9	4.0	fic_1860_8596.txt-1078-1	1.0	fic_1834_2652.txt-1829-8	2.0	fic_2006_31077.txt-19-21	3.0	['fic_2008_36181.txt-116-9', 'fic_2006_31077.txt-19-21', 'fic_1834_2652.txt-1829-8', 'fic_1860_8596.txt-1078-1']		4
stroke	fic_1981_10681.txt-5565-25	fic_1860_9072.txt-1823-30	4.0	fic_2006_51071.txt-167-35	1.0	fic_1860_9072.txt-3534-25	3.0	fic_1845_7170.txt-2513-20	2.0	['fic_1860_9072.txt-1823-30', 'fic_1860_9072.txt-3534-25', 'fic_1845_7170.txt-2513-20', 'fic_2006_51071.txt-167-35']		4
stroke	fic_1966_14323.txt-494-4	fic_1981_10681.txt-5565-25	2.0	fic_1853_3819.txt-945-17	3.0	fic_1860_3347.txt-720-8	1.0	fic_2006_28088.txt-18-22	4.0	['fic_2006_28088.txt-18-22', 'fic_1853_3819.txt-945-17', 'fic_1981_10681.txt-5565-25', 'fic_1860_3347.txt-720-8']		4
